Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
150-200%	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0903917	162.988	0
150-200%	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.120522	144.083	0
150-200%	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.144627	86.5896	0
150-200%	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.0843656	234.214	0
150-200%	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.0723134	232.749	0
150-200%	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.198862	107.792	0
150-200%	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.126548	103.29	0
150-200%	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.0783395	256.538	0
150-200%	Single-Family Attached	NY	Owner	1940s	0	0	0	0.148108	0.172143	0.0128892	0	0.666859	0	0.0469393	26.7693	1.04484e-05
150-200%	Single-Family Attached	NY	Owner	1950s	0	0	0	0.216417	0.154388	0.0183776	0	0.610817	0	0.0541607	43.9513	1.22507e-05
150-200%	Single-Family Attached	NY	Owner	1960s	0	0	0	0.0526824	0.25566	0.012051	0	0.679606	0	0.0722143	38.8533	8.53465e-06
150-200%	Single-Family Attached	NY	Owner	1970s	0	0	0	0.0311371	0.237393	0.0206666	0	0.710803	0	0.0866572	23.3497	1.02887e-05
150-200%	Single-Family Attached	NY	Owner	1980s	0	0	0	0	0.146173	0.0196427	0	0.834185	0	0.05055	63.158	1.4346e-05
150-200%	Single-Family Attached	NY	Owner	1990s	0	0	0	0.263537	0.148942	0	0	0.587522	0	0.0433286	62.763	1.13037e-05
150-200%	Single-Family Attached	NY	Owner	2000s	0	0	0	0.188888	0.139854	0.0125144	0	0.658744	0	0.119154	29.0671	7.47226e-06
150-200%	Single-Family Attached	NY	Owner	2010s	0	0	0	0.0425859	0.0979185	0.0143332	0	0.845162	0	0.075825	27.8533	1.67858e-06
150-200%	Single-Family Attached	NY	Owner	<1940	0	0	0	0.148108	0.172143	0.0128892	0	0.666859	0	0.0469393	69.178	3.15125e-05
150-200%	Single-Family Attached	NY	Renter	1940s	0	0	0	0	0.0898441	0.0364222	0	0.873734	0	0.0405556	22.9399	5.74645e-06
150-200%	Single-Family Attached	NY	Renter	1950s	0	0	0	0	0.0863809	0.0556718	0	0.857947	0	0.0467949	37.664	7.2922e-06
150-200%	Single-Family Attached	NY	Renter	1960s	0	0	0	0	0.126127	0.0321893	0	0.841683	0	0.0623932	33.2952	5.27692e-06
150-200%	Single-Family Attached	NY	Renter	1970s	0	0	0	0	0.111259	0.0524419	0	0.836299	0	0.0748718	20.0095	6.89345e-06
150-200%	Single-Family Attached	NY	Renter	1980s	0	0	0	0	0.0622892	0.0453201	0	0.892391	0	0.0436752	54.1231	8.28505e-06
150-200%	Single-Family Attached	NY	Renter	1990s	0	0	0	0	0.0917204	0	0	0.90828	0	0.0374359	53.7846	6.73369e-06
150-200%	Single-Family Attached	NY	Renter	2000s	0	0	0	0	0.0751365	0.0364022	0	0.888461	0	0.102949	24.909	5.39327e-06
150-200%	Single-Family Attached	NY	Renter	2010s	0	0	0	0	0.0426246	0.0337817	0	0.923594	0	0.0655128	23.8688	1.97332e-06
150-200%	Single-Family Attached	NY	Renter	<1940	0	0	0	0	0.0898441	0.0364222	0	0.873734	0	0.0405556	59.2819	2.08461e-05
150-200%	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.326093	43.7956	0
150-200%	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.271744	3.86473e-19	0
150-200%	Single-Family Attached	OH	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.625011	25.2411	0
150-200%	Single-Family Attached	OH	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.733709	53.2402	0
150-200%	Single-Family Attached	OH	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.788058	126.408	0
150-200%	Single-Family Attached	OH	Not Available	1990s	0	0	0	0	0	0	0	0	1	1.03263	221.296	0
150-200%	Single-Family Attached	OH	Not Available	2000s	0	0	0	0	0	0	0	0	1	1.30437	112.84	0
150-200%	Single-Family Attached	OH	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.380442	41.1163	0
150-200%	Single-Family Attached	OH	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.326093	113.178	0
150-200%	Single-Family Attached	OH	Owner	1940s	0.308702	0.0552108	0.127556	0.00704204	0	0	0	0.501489	0	0.156525	43.7956	2.46735e-06
150-200%	Single-Family Attached	OH	Owner	1950s	0	0	0	0	0.026146	0	0	0.973854	0	0.130437	3.86473e-19	3.67727e-06
150-200%	Single-Family Attached	OH	Owner	1960s	0.163995	0.0293302	0.0677629	0.0113526	0.102865	0	0	0.624694	0	0.300005	25.2411	3.78227e-06
150-200%	Single-Family Attached	OH	Owner	1970s	0	0	0.00309462	0.0387816	0.105913	0	0	0.852211	0	0.35218	53.2402	9.75472e-06
150-200%	Single-Family Attached	OH	Owner	1980s	0	0	0	0.0117944	0.190119	0	0	0.798087	0	0.378268	126.408	1.07531e-05
150-200%	Single-Family Attached	OH	Owner	1990s	0	0	0.00218314	0.0371272	0.156607	0	0	0.804083	0	0.495661	221.296	1.39381e-05
150-200%	Single-Family Attached	OH	Owner	2000s	0.0961534	0.0171969	0.049807	0.107766	0.105153	0	0	0.623924	0	0.626098	112.84	1.19707e-05
150-200%	Single-Family Attached	OH	Owner	2010s	0	0	0	0.0167806	0.0979026	0	0	0.885317	0	0.182612	41.1163	1.40996e-06
150-200%	Single-Family Attached	OH	Owner	<1940	0.308702	0.0552108	0.127556	0.00704204	0	0	0	0.501489	0	0.156525	113.178	7.66733e-06
150-200%	Single-Family Attached	OH	Renter	1940s	0	0	0	0	0	0	0	1	0	1.0086e-21	1.54947e-39	4.76364e-06
150-200%	Single-Family Attached	OH	Renter	1950s	0	0	0	0	0	0	0	1	0	8.40504e-22	1.36733e-59	6.57114e-06
150-200%	Single-Family Attached	OH	Renter	1960s	0	0	0	0	0	0	0	1	0	1.93316e-21	8.9302e-40	5.30078e-06
150-200%	Single-Family Attached	OH	Renter	1970s	0	0	0	0	0	0	0	1	0	2.26936e-21	1.88362e-39	1.0385e-05
150-200%	Single-Family Attached	OH	Renter	1980s	0	0	0	0	0	0	0	1	0	2.43746e-21	4.47228e-39	8.98033e-06
150-200%	Single-Family Attached	OH	Renter	1990s	0	0	0	0	0	0	0	1	0	3.19392e-21	7.82935e-39	1.15857e-05
150-200%	Single-Family Attached	OH	Renter	2000s	0	0	0	0	0	0	0	1	0	4.03442e-21	3.99224e-39	9.94689e-06
150-200%	Single-Family Attached	OH	Renter	2010s	0	0	0	0	0	0	0	1	0	1.17671e-21	1.45468e-39	1.76272e-06
150-200%	Single-Family Attached	OH	Renter	<1940	0	0	0	0	0	0	0	1	0	1.0086e-21	4.00419e-39	1.48186e-05
150-200%	Single-Family Attached	OK	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.125775	2.81179e-19	0
150-200%	Single-Family Attached	OK	Not Available	1950s	0	0	0	0	0	0	0	0	1	1.44642	24.0835	0
150-200%	Single-Family Attached	OK	Not Available	1960s	0	0	0	0	0	0	0	0	1	1.86147	10.4664	0
150-200%	Single-Family Attached	OK	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.188663	24.8195	0
150-200%	Single-Family Attached	OK	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.213818	8.06141	0
150-200%	Single-Family Attached	OK	Not Available	1990s	0	0	0	0	0	0	0	0	1	2.22622	26.9326	0
150-200%	Single-Family Attached	OK	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.238973	13.511	0
150-200%	Single-Family Attached	OK	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.163508	6.27734	0
150-200%	Single-Family Attached	OK	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.125775	2.81179e-19	0
150-200%	Single-Family Attached	OK	Owner	1940s	0	0	0	0.026703	0.250793	0.377929	0	0.344575	0	0.685814	1.77152e-19	2.32031e-07
150-200%	Single-Family Attached	OK	Owner	1950s	0.059935	0.00857904	0.0249284	0.141366	0.0972997	0.0564777	0.0220097	0.589404	0	7.88686	15.1734	3.9376e-07
150-200%	Single-Family Attached	OK	Owner	1960s	0.0533436	0.00686362	0.0199679	0.0921565	0.154624	0.167905	0.0528735	0.452266	0	10.15	6.59417	6.3291e-07
150-200%	Single-Family Attached	OK	Owner	1970s	0	0	0	0.00535435	0.14725	0.149506	0	0.69789	0	1.02872	15.6371	1.58838e-06
150-200%	Single-Family Attached	OK	Owner	1980s	0.0645276	0.00568362	0.0188793	0.0154883	0.0921332	0.109267	0.0433182	0.650702	0	1.16588	5.07895	1.59736e-06
150-200%	Single-Family Attached	OK	Owner	1990s	0.135379	0.0162524	0.0473596	0.1267	0.137248	0.15387	0.0958169	0.287375	0	12.1389	16.9684	5.87981e-07
150-200%	Single-Family Attached	OK	Owner	2000s	0	0	0	0.00529157	0.0394441	0.0186313	0	0.936633	0	1.30305	8.5124	8.02485e-07
150-200%	Single-Family Attached	OK	Owner	2010s	0	0	0	0.00674588	0.108443	0.0634848	0	0.821326	0	0.891558	3.95493	2.76986e-07
150-200%	Single-Family Attached	OK	Owner	<1940	0	0	0	0.026703	0.250793	0.377929	0	0.344575	0	0.685814	1.77152e-19	4.65977e-07
150-200%	Single-Family Attached	OK	Renter	1940s	0	0	0	0	0.16648	0.137555	0	0.695966	0	0.0180464	1.19616e-20	7.96711e-07
150-200%	Single-Family Attached	OK	Renter	1950s	0	0	0	0	0.0506335	0.0161147	0	0.933252	0	0.207533	1.02453	1.47171e-06
150-200%	Single-Family Attached	OK	Renter	1960s	0	0	0	0	0.0952828	0.0567309	0	0.847986	0	0.267086	0.445248	1.5164e-06
150-200%	Single-Family Attached	OK	Renter	1970s	0	0	0	0	0.062588	0.0348427	0	0.902569	0	0.0270696	1.05584	3.57117e-06
150-200%	Single-Family Attached	OK	Renter	1980s	0	0	0	0	0.0432157	0.028102	0	0.928682	0	0.0306788	0.342938	3.76458e-06
150-200%	Single-Family Attached	OK	Renter	1990s	0	0	0	0	0.125225	0.0769766	0	0.797799	0	0.319421	1.14573	1.51244e-06
150-200%	Single-Family Attached	OK	Renter	2000s	0	0	0	0	0.0136035	0.00352316	0	0.982873	0	0.0342881	0.574769	2.54356e-06
150-200%	Single-Family Attached	OK	Renter	2010s	0	0	0	0	0.0410411	0.0131737	0	0.945785	0	0.0234603	0.267042	1.47467e-06
150-200%	Single-Family Attached	OK	Renter	<1940	0	0	0	0	0.16648	0.137555	0	0.695966	0	0.0180464	1.19616e-20	1.46609e-06
150-200%	Single-Family Attached	OR	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.273335	7.17336	0
150-200%	Single-Family Attached	OR	Not Available	1950s	0	0	0	0	0	0	0	0	1	4.19114	20.5221	0
150-200%	Single-Family Attached	OR	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.523893	135.244	0
150-200%	Single-Family Attached	OR	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.842784	60.4397	0
150-200%	Single-Family Attached	OR	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.842784	44.7601	0
150-200%	Single-Family Attached	OR	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.523893	46.7081	0
150-200%	Single-Family Attached	OR	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.523893	124.56	0
150-200%	Single-Family Attached	OR	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.273335	6.69478e-19	0
150-200%	Single-Family Attached	OR	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.273335	18.5376	0
150-200%	Single-Family Attached	OR	Owner	1940s	0	0	0	0	0.0222426	0.363013	0	0.614744	0	0.179373	5.65459	3.77559e-07
150-200%	Single-Family Attached	OR	Owner	1950s	0.028026	0.00413804	0.0115131	0.0220438	0.159493	0.459047	0.0129818	0.302757	0	2.75038	16.1771	5.27823e-07
150-200%	Single-Family Attached	OR	Owner	1960s	0	0	0	0	0.0998413	0.343732	0.051214	0.505213	0	0.343797	106.609	7.34223e-07
150-200%	Single-Family Attached	OR	Owner	1970s	0.0196717	0.00354363	0.0086325	0.00306249	0.078933	0.13787	0	0.748287	0	0.553065	47.6432	3.40957e-06
150-200%	Single-Family Attached	OR	Owner	1980s	0.0599301	0.0107957	0.0280091	0.0366866	0.0548153	0.242899	0	0.566864	0	0.553065	35.2833	1.56981e-06
150-200%	Single-Family Attached	OR	Owner	1990s	0.0196461	0.00353902	0.00862126	0.0108015	0.186296	0.405467	0	0.365629	0	0.343797	36.8189	2.47287e-06
150-200%	Single-Family Attached	OR	Owner	2000s	0.0571891	0.0063393	0.0196451	0.00989438	0.14059	0.197816	0.0151445	0.553382	0	0.343797	98.1879	3.37171e-06
150-200%	Single-Family Attached	OR	Owner	2010s	0.052401	0.00943945	0.0229951	0.00249507	0.0934201	0.43054	0	0.38871	0	0.179373	5.27734e-19	3.64166e-07
150-200%	Single-Family Attached	OR	Owner	<1940	0	0	0	0	0.0222426	0.363013	0	0.614744	0	0.179373	14.6128	6.26092e-07
150-200%	Single-Family Attached	OR	Renter	1940s	0	0	0	0	0.0218792	0.17636	0	0.801761	0	0.0466486	0.0902253	1.20417e-06
150-200%	Single-Family Attached	OR	Renter	1950s	0	0	0	0.000536051	0.202388	0.287695	0	0.509381	0	0.715279	0.258123	1.54704e-06
150-200%	Single-Family Attached	OR	Renter	1960s	0	0	0	0	0.106275	0.180706	0	0.713019	0	0.0894098	1.70107	2.65026e-06
150-200%	Single-Family Attached	OR	Renter	1970s	0	0	0	5.1516e-05	0.0692868	0.0597712	0	0.870891	0	0.143833	0.7602	8.97885e-06
150-200%	Single-Family Attached	OR	Renter	1980s	0	0	0	0.000758347	0.059127	0.129402	0	0.810713	0	0.143833	0.562984	3.65089e-06
150-200%	Single-Family Attached	OR	Renter	1990s	0	0	0	0.000237506	0.213756	0.229773	0	0.556234	0	0.0894098	0.587487	5.59753e-06
150-200%	Single-Family Attached	OR	Renter	2000s	0	0	0	0.000195034	0.144611	0.100493	0	0.754701	0	0.0894098	1.5667	5.88306e-06
150-200%	Single-Family Attached	OR	Renter	2010s	0	0	0	5.82046e-05	0.11372	0.258846	0	0.627375	0	0.0466486	8.42058e-21	1.44909e-06
150-200%	Single-Family Attached	OR	Renter	<1940	0	0	0	0	0.0218792	0.17636	0	0.801761	0	0.0466486	0.233163	1.98728e-06
150-200%	Single-Family Attached	PA	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.205753	385.77	0
150-200%	Single-Family Attached	PA	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0685845	181.952	0
150-200%	Single-Family Attached	PA	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.091446	209.698	0
150-200%	Single-Family Attached	PA	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.045723	238.314	0
150-200%	Single-Family Attached	PA	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.16003	184.819	0
150-200%	Single-Family Attached	PA	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.11888	94.671	0
150-200%	Single-Family Attached	PA	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.0685845	292.88	0
150-200%	Single-Family Attached	PA	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0960183	128.41	0
150-200%	Single-Family Attached	PA	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.205753	996.919	0
150-200%	Single-Family Attached	PA	Owner	1940s	0	0	0	0.188925	0.0828626	0.00487289	0	0.72334	0	0.118675	96.3951	4.08679e-05
150-200%	Single-Family Attached	PA	Owner	1950s	0	0	0	0.141268	0.259246	0.0356607	0	0.563825	0	0.0395582	45.4656	4.81245e-05
150-200%	Single-Family Attached	PA	Owner	1960s	0	0	0	0.0308588	0.385232	0.0209839	0	0.562925	0	0.0527443	52.3988	2.25932e-05
150-200%	Single-Family Attached	PA	Owner	1970s	0	0	0	0	0.243919	0.0223225	0	0.733758	0	0.0263722	59.5491	2.05572e-05
150-200%	Single-Family Attached	PA	Owner	1980s	0	0	0	0.0126941	0.186194	0.0257151	0	0.775397	0	0.0923025	46.182	1.92011e-05
150-200%	Single-Family Attached	PA	Owner	1990s	0	0	0	0.101062	0.258097	0.00670259	0	0.634138	0	0.0685676	23.6561	1.96118e-05
150-200%	Single-Family Attached	PA	Owner	2000s	0	0	0	0.0108478	0.178996	0.0244818	0	0.785675	0	0.0395582	73.1841	1.56238e-05
150-200%	Single-Family Attached	PA	Owner	2010s	0	0	0	0.0277934	0.164394	0.027808	0	0.780004	0	0.0553815	32.0866	4.37099e-06
150-200%	Single-Family Attached	PA	Owner	<1940	0	0	0	0.188925	0.0828626	0.00487289	0	0.72334	0	0.118675	249.107	0.000148501
150-200%	Single-Family Attached	PA	Renter	1940s	0	0	0	0	0.0430426	0.0137047	0	0.943253	0	0.110818	96.49	2.43941e-05
150-200%	Single-Family Attached	PA	Renter	1950s	0	0	0	0	0.138801	0.103374	0	0.757825	0	0.0369392	45.5104	2.73057e-05
150-200%	Single-Family Attached	PA	Renter	1960s	0	0	0	0	0.201479	0.0594203	0	0.739101	0	0.0492523	52.4504	1.49437e-05
150-200%	Single-Family Attached	PA	Renter	1970s	0	0	0	0	0.11053	0.0547671	0	0.834703	0	0.0246261	59.6078	1.63658e-05
150-200%	Single-Family Attached	PA	Renter	1980s	0	0	0	0	0.0819517	0.0612807	0	0.856768	0	0.0861915	46.2275	1.61292e-05
150-200%	Single-Family Attached	PA	Renter	1990s	0	0	0	0	0.136824	0.0192382	0	0.843938	0	0.0640279	23.6794	1.68437e-05
150-200%	Single-Family Attached	PA	Renter	2000s	0	0	0	0	0.0783723	0.0580369	0	0.863591	0	0.0369392	73.2562	1.56605e-05
150-200%	Single-Family Attached	PA	Renter	2010s	0	0	0	0	0.072322	0.0662361	0	0.861442	0	0.0517149	32.1182	5.59006e-06
150-200%	Single-Family Attached	PA	Renter	<1940	0	0	0	0	0.0430426	0.0137047	0	0.943253	0	0.110818	249.352	0.000105755
150-200%	Single-Family Attached	RI	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.0686421	0.457804	0
150-200%	Single-Family Attached	RI	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.329008	1.08673	0
150-200%	Single-Family Attached	RI	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.267467	6.1681e-20	0
150-200%	Single-Family Attached	RI	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.0449724	6.1681e-20	0
150-200%	Single-Family Attached	RI	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.0923117	1.29008	0
150-200%	Single-Family Attached	RI	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.0402384	6.1681e-20	0
150-200%	Single-Family Attached	RI	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.0544403	3.03173	0
150-200%	Single-Family Attached	RI	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0307706	1.53856	0
150-200%	Single-Family Attached	RI	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.0686421	1.18307	0
150-200%	Single-Family Attached	RI	Owner	1940s	0	0	0	0.0291762	0.0760906	0.156534	0.000581864	0.737617	0	1.00335e-19	1.86092e-38	1.94539e-07
150-200%	Single-Family Attached	RI	Owner	1950s	0	0	0	0	0	0	1	1.22847e-10	0	4.80915e-19	4.41741e-38	1.73224e-07
150-200%	Single-Family Attached	RI	Owner	1960s	0	0	0	0	0	0	1	0	0	3.9096e-19	2.50725e-57	1.54866e-07
150-200%	Single-Family Attached	RI	Owner	1970s	0	0	0.000411367	0.0448227	0.000393734	0	0.000553996	0.953818	0	6.57366e-20	2.50725e-57	3.6253e-07
150-200%	Single-Family Attached	RI	Owner	1980s	0	0	0.000217127	0.032757	0.0170517	0.0138611	0.00056705	0.935546	0	1.34933e-19	5.24403e-38	8.92131e-07
150-200%	Single-Family Attached	RI	Owner	1990s	0.0235443	0.00658952	0.0360663	0.0215517	0	0	0.00056142	0.911687	0	5.8817e-20	2.50725e-57	3.82948e-07
150-200%	Single-Family Attached	RI	Owner	2000s	0.0208633	0.00359313	0.025432	0.121266	0.0429575	0.0234448	0.000544244	0.761899	0	7.95759e-20	1.23236e-37	5.59506e-07
150-200%	Single-Family Attached	RI	Owner	2010s	0	0	0	0.126688	0.0520719	0.0636	0.000541167	0.757099	0	4.49777e-20	6.25404e-38	1.13231e-07
150-200%	Single-Family Attached	RI	Owner	<1940	0	0	0	0.0291762	0.0760906	0.156534	0.000581864	0.737617	0	1.00335e-19	4.80904e-38	5.17141e-07
150-200%	Single-Family Attached	RI	Renter	1940s	0	0	0	0	0.0870959	0.120116	0	0.792788	0	0.0629219	0.457804	1.60409e-07
150-200%	Single-Family Attached	RI	Renter	1950s	0	0	0	0	0.0650689	0.0781807	0.000565579	0.856185	0	0.301591	1.08673	1.65436e-07
150-200%	Single-Family Attached	RI	Renter	1960s	0	0	0	0	0.0754869	0.0830401	0.00476695	0.836706	0	0.245178	6.1681e-20	1.27132e-07
150-200%	Single-Family Attached	RI	Renter	1970s	0	0	0	0	0.000439428	0	0	0.999561	0	0.0412247	6.1681e-20	3.05337e-07
150-200%	Single-Family Attached	RI	Renter	1980s	0	0	0	0	0.0188457	0.01027	0	0.970884	0	0.0846191	1.29008	8.3462e-07
150-200%	Single-Family Attached	RI	Renter	1990s	0	0	0	0	0	0	0	1	0	0.0368852	6.1681e-20	3.88153e-07
150-200%	Single-Family Attached	RI	Renter	2000s	0	0	0	0	0.0554945	0.0203041	0	0.924201	0	0.0499036	3.03173	5.23107e-07
150-200%	Single-Family Attached	RI	Renter	2010s	0	0	0	0	0.0646364	0.0529246	0	0.882439	0	0.0282064	1.53856	1.45954e-07
150-200%	Single-Family Attached	RI	Renter	<1940	0	0	0	0	0.0870959	0.120116	0	0.792788	0	0.0629219	1.18307	8.17e-07
150-200%	Single-Family Attached	SC	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.701572	2.10078e-19	0
150-200%	Single-Family Attached	SC	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.172851	21.0018	0
150-200%	Single-Family Attached	SC	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.254193	28.8098	0
150-200%	Single-Family Attached	SC	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.396541	23.9375	0
150-200%	Single-Family Attached	SC	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.640566	8.23986	0
150-200%	Single-Family Attached	SC	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.467715	42.1918	0
150-200%	Single-Family Attached	SC	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.884591	71.1925	0
150-200%	Single-Family Attached	SC	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.477883	9.38907	0
150-200%	Single-Family Attached	SC	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.701572	2.10078e-19	0
150-200%	Single-Family Attached	SC	Owner	1940s	0.00740251	0.00144019	0.00391945	0.00656833	0.00988533	0	0	0.970784	0	0.11626	1.63177e-20	2.63907e-07
150-200%	Single-Family Attached	SC	Owner	1950s	0	0	0	0.000830214	0.00731856	0	0	0.991851	0	0.0286439	1.6313	5.57992e-07
150-200%	Single-Family Attached	SC	Owner	1960s	0	0	0	0.000207219	0.00445611	0	0	0.995337	0	0.0421234	2.23778	7.29776e-07
150-200%	Single-Family Attached	SC	Owner	1970s	0	0	0	0.000909234	0.005885	0	0	0.993206	0	0.0657124	1.85933	2.21371e-06
150-200%	Single-Family Attached	SC	Owner	1980s	0	0	0.000279662	0.00233813	0.00199967	0	0	0.995383	0	0.106151	0.640026	3.45118e-06
150-200%	Single-Family Attached	SC	Owner	1990s	0	0	0	0.00250614	0.00868557	0	0	0.988808	0	0.077507	3.27722	2.52727e-06
150-200%	Single-Family Attached	SC	Owner	2000s	0.0198994	0.00334025	0.00853497	0.0050916	0.00651581	0	0	0.956618	0	0.146589	5.52983	7.75848e-06
150-200%	Single-Family Attached	SC	Owner	2010s	0.0172128	0.00334882	0.00759009	0.000296749	0.00646725	0	0	0.965084	0	0.0791919	0.729289	1.46693e-06
150-200%	Single-Family Attached	SC	Owner	<1940	0.00740251	0.00144019	0.00391945	0.00656833	0.00988533	0	0	0.970784	0	0.11626	1.63177e-20	2.5174e-07
150-200%	Single-Family Attached	SC	Renter	1940s	0	0	0	0.00151836	0.00370451	0	0	0.994777	0	0.205153	1.09298e-19	3.082e-07
150-200%	Single-Family Attached	SC	Renter	1950s	0	0	0	0.000188282	0.00269069	0	0	0.997121	0	0.0505449	10.9266	6.20835e-07
150-200%	Single-Family Attached	SC	Renter	1960s	0	0	0	4.68865e-05	0.00163452	0	0	0.998319	0	0.0743307	14.9889	8.21221e-07
150-200%	Single-Family Attached	SC	Renter	1970s	0	0	0	0.000206027	0.00216179	0	0	0.997632	0	0.115956	12.454	2.41835e-06
150-200%	Single-Family Attached	SC	Renter	1980s	0	0	0	0.000529234	0.000733763	0	0	0.998737	0	0.187313	4.28697	2.93331e-06
150-200%	Single-Family Attached	SC	Renter	1990s	0	0	0	0.000569602	0.00320024	0	0	0.99623	0	0.136768	21.9512	2.17541e-06
150-200%	Single-Family Attached	SC	Renter	2000s	0	0	0	0.00119628	0.0024818	0	0	0.996322	0	0.258671	37.0395	5.4777e-06
150-200%	Single-Family Attached	SC	Renter	2010s	0	0	0	6.9191e-05	0.00244454	0	0	0.997486	0	0.139742	4.88487	1.63563e-06
150-200%	Single-Family Attached	SC	Renter	<1940	0	0	0	0.00151836	0.00370451	0	0	0.994777	0	0.205153	1.09298e-19	3.48147e-07
150-200%	Single-Family Attached	SD	Not Available	1940s	0	0	0	0	0	0	0	0	1	3.39567	5.10774e-19	0
150-200%	Single-Family Attached	SD	Not Available	1950s	0	0	0	0	0	0	0	0	1	1.95071	5.10774e-19	0
150-200%	Single-Family Attached	SD	Not Available	1960s	0	0	0	0	0	0	0	0	1	1.746	5.10774e-19	0
150-200%	Single-Family Attached	SD	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.228786	8.78734	0
150-200%	Single-Family Attached	SD	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.276952	10.4886	0
150-200%	Single-Family Attached	SD	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.373283	13.0214	0
150-200%	Single-Family Attached	SD	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.385325	9.91527	0
150-200%	Single-Family Attached	SD	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.3492	38.7159	0
150-200%	Single-Family Attached	SD	Not Available	<1940	0	0	0	0	0	0	0	0	1	3.39567	5.10774e-19	0
150-200%	Single-Family Attached	SD	Owner	1940s	0	0	0	0.00513694	0.013747	0	0	0.981116	0	1.77869	5.10774e-19	6.87639e-08
150-200%	Single-Family Attached	SD	Owner	1950s	0	0	0	0.00713264	0.0211821	0	0	0.971685	0	1.0218	5.10774e-19	2.00193e-07
150-200%	Single-Family Attached	SD	Owner	1960s	0	0	0	0.00641585	0.029287	0	0	0.964297	0	0.914572	5.10774e-19	1.9762e-07
150-200%	Single-Family Attached	SD	Owner	1970s	0	0	0	0.00281999	0.00520095	0	0	0.991979	0	0.119841	8.78734	2.71202e-07
