Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
300-400%	Multi-Family with 5+ Units	MN, 01401	1	0	0	29	791	4.7641e-06
300-400%	Single-Family Attached	MN, 01401	1	0	0	14	569	3.66907e-06
300-400%	Single-Family Detached	MN, 01401	1	0	0	121	3490	2.59599e-05
400%+	Mobile Home	MN, 01401	0.977825	0	0.0221747	933	68	9.18746e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01401	0.985797	0	0.0142027	927	231	9.67704e-07
400%+	Multi-Family with 5+ Units	MN, 01401	1	0	0	59	1566	1.06539e-05
400%+	Single-Family Attached	MN, 01401	0.981518	0	0.0184815	65	2002	1.36662e-05
400%+	Single-Family Detached	MN, 01401	0.996413	0	0.00358694	900	26485	0.000181468
Not Available	Mobile Home	MN, 01401	0	1	0	1421	0	0
Not Available	Multi-Family with 2 - 4 Units	MN, 01401	0	1	0	278	36	2.55103e-07
Not Available	Multi-Family with 5+ Units	MN, 01401	0	1	0	635	590	4.18085e-06
Not Available	Single-Family Attached	MN, 01401	0	1	0	224	149	1.05584e-06
Not Available	Single-Family Detached	MN, 01401	0	1	0	35	1755	1.24363e-05
0-100%	Mobile Home	MN, 01402	0.930477	0	0.0695229	594	0	3.67636e-08
0-100%	Multi-Family with 2 - 4 Units	MN, 01402	0.943105	0	0.0568945	515	0	3.74205e-07
0-100%	Multi-Family with 5+ Units	MN, 01402	1	0	0	12	659	4.98516e-06
0-100%	Single-Family Attached	MN, 01402	0.956058	0	0.0439424	360	289	2.66886e-06
0-100%	Single-Family Detached	MN, 01402	1	0	0	13	442	4.83244e-06
100-150%	Mobile Home	MN, 01402	0.935244	0	0.0647563	545	0	3.42275e-08
100-150%	Multi-Family with 2 - 4 Units	MN, 01402	0.956082	0	0.043918	356	0	2.78885e-07
100-150%	Multi-Family with 5+ Units	MN, 01402	1	0	0	20	876	5.23601e-06
100-150%	Single-Family Attached	MN, 01402	0.991172	0	0.00882761	305	234	2.35759e-06
100-150%	Single-Family Detached	MN, 01402	0.96631	0	0.0336895	4338	523	4.07881e-06
150-200%	Mobile Home	MN, 01402	0.969547	0	0.0304534	602	0	3.27402e-08
150-200%	Multi-Family with 2 - 4 Units	MN, 01402	0.971219	0	0.0287806	337	104	2.57551e-07
150-200%	Multi-Family with 5+ Units	MN, 01402	1	0	0	12	553	5.65323e-06
150-200%	Single-Family Attached	MN, 01402	0.997916	0	0.00208424	353	178	2.4773e-06
150-200%	Single-Family Detached	MN, 01402	1	0	0	19	842	5.34184e-06
200-300%	Mobile Home	MN, 01402	0.959221	0	0.0407788	932	0	5.56837e-08
200-300%	Multi-Family with 2 - 4 Units	MN, 01402	0.987699	0	0.0123014	535	45	5.40296e-07
200-300%	Multi-Family with 5+ Units	MN, 01402	1	0	0	32	1499	1.03131e-05
200-300%	Single-Family Attached	MN, 01402	0.817369	0	0.182631	14	783	6.70588e-06
200-300%	Single-Family Detached	MN, 01402	1	0	0	37	1068	1.15855e-05
300-400%	Mobile Home	MN, 01402	0.978884	0	0.0211165	715	0	3.55659e-08
300-400%	Multi-Family with 2 - 4 Units	MN, 01402	0.984775	0	0.0152249	433	49	4.75586e-07
300-400%	Multi-Family with 5+ Units	MN, 01402	1	0	0	40	1619	9.43568e-06
300-400%	Single-Family Attached	MN, 01402	1	0	0	33	1540	9.74805e-06
300-400%	Single-Family Detached	MN, 01402	1	0	0	53	1703	1.46806e-05
400%+	Mobile Home	MN, 01402	0.977825	0	0.0221747	933	45	4.52508e-08
400%+	Multi-Family with 2 - 4 Units	MN, 01402	0.985797	0	0.0142027	927	245	1.26258e-06
400%+	Multi-Family with 5+ Units	MN, 01402	1	0	0	81	3736	2.87493e-05
400%+	Single-Family Attached	MN, 01402	1	0	0	128	5973	4.08108e-05
400%+	Single-Family Detached	MN, 01402	0.994792	0	0.00520763	565	22275	0.000152792
Not Available	Mobile Home	MN, 01402	0	1	0	1421	0	8.37188e-08
Not Available	Multi-Family with 2 - 4 Units	MN, 01402	0	1	0	278	0	0
Not Available	Multi-Family with 5+ Units	MN, 01402	0	1	0	635	551	3.96659e-06
Not Available	Single-Family Attached	MN, 01402	0	1	0	224	531	3.82262e-06
Not Available	Single-Family Detached	MN, 01402	0	1	0	9589	473	3.40507e-06
0-100%	Mobile Home	MN, 01403	0.930477	0	0.0695229	594	0	9.59507e-08
0-100%	Multi-Family with 2 - 4 Units	MN, 01403	0.943105	0	0.0568945	515	28	7.28083e-07
0-100%	Multi-Family with 5+ Units	MN, 01403	0.874291	0	0.125709	23	1058	8.0834e-06
0-100%	Single-Family Attached	MN, 01403	0.905429	0	0.0945709	11	571	3.34658e-06
0-100%	Single-Family Detached	MN, 01403	1	0	0	17	593	5.22069e-06
100-150%	Mobile Home	MN, 01403	0.935244	0	0.0647563	545	35	8.9465e-08
100-150%	Multi-Family with 2 - 4 Units	MN, 01403	0.956082	0	0.043918	356	170	5.36685e-07
100-150%	Multi-Family with 5+ Units	MN, 01403	1	0	0	21	1066	7.16439e-06
100-150%	Single-Family Attached	MN, 01403	1	0	0	11	596	3.3064e-06
100-150%	Single-Family Detached	MN, 01403	1	0	0	24	878	4.16427e-06
150-200%	Mobile Home	MN, 01403	0.969547	0	0.0304534	602	0	8.55837e-08
150-200%	Multi-Family with 2 - 4 Units	MN, 01403	0.971219	0	0.0287806	337	38	4.82749e-07
150-200%	Multi-Family with 5+ Units	MN, 01403	0.982774	0	0.0172257	24	1103	6.3988e-06
150-200%	Single-Family Attached	MN, 01403	1	0	0	13	490	4.43025e-06
150-200%	Single-Family Detached	MN, 01403	1	0	0	32	1388	6.94715e-06
200-300%	Mobile Home	MN, 01403	0.959221	0	0.0407788	932	0	1.45653e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01403	0.987699	0	0.0123014	535	63	9.35481e-07
200-300%	Multi-Family with 5+ Units	MN, 01403	1	0	0	41	1761	1.36963e-05
200-300%	Single-Family Attached	MN, 01403	1	0	0	35	1418	1.04913e-05
200-300%	Single-Family Detached	MN, 01403	1	0	0	72	2913	2.05133e-05
300-400%	Mobile Home	MN, 01403	0.978884	0	0.0211165	715	82	9.30546e-08
300-400%	Multi-Family with 2 - 4 Units	MN, 01403	0.984775	0	0.0152249	433	83	7.47156e-07
300-400%	Multi-Family with 5+ Units	MN, 01403	1	0	0	29	1108	8.9109e-06
300-400%	Single-Family Attached	MN, 01403	1	0	0	30	1142	9.68585e-06
300-400%	Single-Family Detached	MN, 01403	1	0	0	81	2809	2.55408e-05
400%+	Mobile Home	MN, 01403	0.977825	0	0.0221747	933	0	1.18462e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01403	0.985797	0	0.0142027	927	335	1.76093e-06
400%+	Multi-Family with 5+ Units	MN, 01403	1	0	0	47	1990	1.42889e-05
400%+	Single-Family Attached	MN, 01403	1	0	0	87	3672	2.5856e-05
400%+	Single-Family Detached	MN, 01403	1	0	0	447	16606	0.000119967
Not Available	Mobile Home	MN, 01403	0	1	0	1421	0	2.18912e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01403	0	1	0	278	0	0
Not Available	Multi-Family with 5+ Units	MN, 01403	0	1	0	11	702	5.08248e-06
Not Available	Single-Family Attached	MN, 01403	0	1	0	224	701	5.07524e-06
Not Available	Single-Family Detached	MN, 01403	0	1	0	9589	828	5.99472e-06
0-100%	Mobile Home	MN, 01404	0.930477	0	0.0695229	594	0	1.53472e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01404	0.943105	0	0.0568945	515	51	1.67294e-06
0-100%	Multi-Family with 5+ Units	MN, 01404	1	0	0	43	1889	1.48632e-05
0-100%	Single-Family Attached	MN, 01404	0.956058	0	0.0439424	360	220	1.95634e-06
0-100%	Single-Family Detached	MN, 01404	0.973214	0	0.0267857	36	1232	9.33944e-06
100-150%	Mobile Home	MN, 01404	0.935244	0	0.0647563	545	0	1.40577e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01404	0.956082	0	0.043918	356	138	1.04561e-06
100-150%	Multi-Family with 5+ Units	MN, 01404	1	0	0	43	1758	1.29699e-05
100-150%	Single-Family Attached	MN, 01404	0.991172	0	0.00882761	305	336	1.83905e-06
100-150%	Single-Family Detached	MN, 01404	1	0	0	35	931	8.6341e-06
150-200%	Mobile Home	MN, 01404	0.969547	0	0.0304534	602	107	1.34363e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01404	0.971219	0	0.0287806	337	77	9.21482e-07
150-200%	Multi-Family with 5+ Units	MN, 01404	1	0	0	31	1300	9.67068e-06
150-200%	Single-Family Attached	MN, 01404	0.997916	0	0.00208424	353	278	1.52813e-06
150-200%	Single-Family Detached	MN, 01404	0.981214	0	0.0187861	50	1384	1.0716e-05
200-300%	Mobile Home	MN, 01404	0.959221	0	0.0407788	932	42	2.26883e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01404	0.987699	0	0.0123014	535	166	1.5824e-06
200-300%	Multi-Family with 5+ Units	MN, 01404	1	0	0	61	2383	1.55391e-05
200-300%	Single-Family Attached	MN, 01404	1	0	0	14	342	3.23725e-06
200-300%	Single-Family Detached	MN, 01404	1	0	0	156	4783	3.06725e-05
300-400%	Mobile Home	MN, 01404	0.978884	0	0.0211165	715	0	1.44498e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01404	0.984775	0	0.0152249	433	185	1.10271e-06
300-400%	Multi-Family with 5+ Units	MN, 01404	1	0	0	41	1242	1.22371e-05
300-400%	Single-Family Attached	MN, 01404	1	0	0	12	325	3.08196e-06
300-400%	Single-Family Detached	MN, 01404	0.996854	0	0.00314618	158	4132	3.3855e-05
400%+	Mobile Home	MN, 01404	0.977825	0	0.0221747	933	25	1.82669e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01404	0.985797	0	0.0142027	927	478	2.01222e-06
400%+	Multi-Family with 5+ Units	MN, 01404	0.986311	0	0.0136893	80	2922	2.22354e-05
400%+	Single-Family Attached	MN, 01404	0.970123	0	0.029877	37	1138	8.45066e-06
400%+	Single-Family Detached	MN, 01404	0.998496	0	0.00150432	565	15954	0.000123143
Not Available	Mobile Home	MN, 01404	0	1	0	1421	0	3.4238e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01404	0	1	0	278	0	0
Not Available	Multi-Family with 5+ Units	MN, 01404	0	1	0	635	364	2.7715e-06
Not Available	Single-Family Attached	MN, 01404	0	1	0	224	145	1.10403e-06
Not Available	Single-Family Detached	MN, 01404	0	1	0	13	796	6.06076e-06
0-100%	Mobile Home	MN, 01405	0.930477	0	0.0695229	594	0	1.24006e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01405	0.899281	0	0.100719	41	1251	8.65552e-06
0-100%	Multi-Family with 5+ Units	MN, 01405	0.973555	0	0.0264449	130	4689	3.40448e-05
0-100%	Single-Family Attached	MN, 01405	0.956058	0	0.0439424	360	269	1.76599e-06
0-100%	Single-Family Detached	MN, 01405	0.962917	0	0.0370832	97	3209	1.87201e-05
100-150%	Mobile Home	MN, 01405	0.935244	0	0.0647563	545	0	1.0647e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01405	1	0	0	27	1115	5.63997e-06
100-150%	Multi-Family with 5+ Units	MN, 01405	0.965607	0	0.0343925	70	2675	1.6613e-05
100-150%	Single-Family Attached	MN, 01405	0.991172	0	0.00882761	305	157	1.42562e-06
100-150%	Single-Family Detached	MN, 01405	0.918085	0	0.0819149	59	1880	1.24955e-05
150-200%	Mobile Home	MN, 01405	0.969547	0	0.0304534	602	98	1.01433e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01405	0.982085	0	0.0179153	21	614	4.58727e-06
150-200%	Multi-Family with 5+ Units	MN, 01405	1	0	0	41	1949	1.10229e-05
150-200%	Single-Family Attached	MN, 01405	0.997916	0	0.00208424	353	157	1.46381e-06
150-200%	Single-Family Detached	MN, 01405	0.948005	0	0.0519946	78	2231	1.37167e-05
200-300%	Mobile Home	MN, 01405	0.959221	0	0.0407788	932	39	1.6614e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01405	1	0	0	39	1015	8.9441e-06
200-300%	Multi-Family with 5+ Units	MN, 01405	0.992773	0	0.00722674	73	2214	1.91017e-05
200-300%	Single-Family Attached	MN, 01405	1	0	0	15	395	2.84387e-06
200-300%	Single-Family Detached	MN, 01405	0.937126	0	0.0628743	124	3340	3.2499e-05
300-400%	Mobile Home	MN, 01405	0.978884	0	0.0211165	715	0	1.04502e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01405	1	0	0	33	973	7.82243e-06
300-400%	Multi-Family with 5+ Units	MN, 01405	1	0	0	41	1394	1.18685e-05
300-400%	Single-Family Attached	MN, 01405	0.862319	0	0.137681	10	276	2.27756e-06
300-400%	Single-Family Detached	MN, 01405	1	0	0	136	3691	3.16694e-05
400%+	Mobile Home	MN, 01405	0.977825	0	0.0221747	933	0	1.28379e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01405	1	0	0	120	2865	2.07056e-05
400%+	Multi-Family with 5+ Units	MN, 01405	0.979592	0	0.0204082	98	3234	2.35771e-05
400%+	Single-Family Attached	MN, 01405	1	0	0	42	1248	8.22393e-06
400%+	Single-Family Detached	MN, 01405	0.994495	0	0.00550547	538	14531	9.8692e-05
Not Available	Mobile Home	MN, 01405	0	1	0	1421	0	2.54723e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01405	0	1	0	25	1037	7.46074e-06
Not Available	Multi-Family with 5+ Units	MN, 01405	0	1	0	17	1083	7.79169e-06
Not Available	Single-Family Attached	MN, 01405	0	1	0	224	13	9.35294e-08
Not Available	Single-Family Detached	MN, 01405	0	1	0	31	1401	1.00796e-05
0-100%	Mobile Home	MN, 01406	0.930477	0	0.0695229	594	83	3.19599e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01406	0.941878	0	0.0581222	26	1342	8.13628e-06
0-100%	Multi-Family with 5+ Units	MN, 01406	0.987024	0	0.0129756	94	4547	3.16078e-05
0-100%	Single-Family Attached	MN, 01406	0.956058	0	0.0439424	360	189	2.67749e-06
0-100%	Single-Family Detached	MN, 01406	0.951265	0	0.0487348	33	1067	8.85546e-06
100-150%	Mobile Home	MN, 01406	0.935244	0	0.0647563	545	0	2.41384e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01406	0.967141	0	0.0328587	24	913	6.49539e-06
100-150%	Multi-Family with 5+ Units	MN, 01406	0.98982	0	0.0101801	48	2554	1.68604e-05
100-150%	Single-Family Attached	MN, 01406	0.991172	0	0.00882761	305	184	1.49668e-06
100-150%	Single-Family Detached	MN, 01406	1	0	0	40	892	1.05242e-05
150-200%	Mobile Home	MN, 01406	0.969547	0	0.0304534	602	15	1.74322e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01406	1	0	0	22	759	5.50895e-06
150-200%	Multi-Family with 5+ Units	MN, 01406	0.918072	0	0.0819277	40	1660	1.16243e-05
150-200%	Single-Family Attached	MN, 01406	0.997916	0	0.00208424	353	185	1.31488e-06
150-200%	Single-Family Detached	MN, 01406	1	0	0	42	1231	1.08521e-05
200-300%	Mobile Home	MN, 01406	0.959221	0	0.0407788	932	0	2.97876e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01406	0.969181	0	0.0308191	38	1233	9.86235e-06
200-300%	Multi-Family with 5+ Units	MN, 01406	0.961345	0	0.0386546	52	1992	1.41648e-05
200-300%	Single-Family Attached	MN, 01406	0.988704	0	0.0112957	762	338	1.90172e-06
200-300%	Single-Family Detached	MN, 01406	0.978398	0	0.0216024	128	3657	2.66721e-05
300-400%	Mobile Home	MN, 01406	0.978884	0	0.0211165	715	0	2.04006e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01406	1	0	0	35	1098	7.78859e-06
300-400%	Multi-Family with 5+ Units	MN, 01406	1	0	0	43	1545	9.93994e-06
300-400%	Single-Family Attached	MN, 01406	0.797468	0	0.202532	14	395	1.4051e-06
300-400%	Single-Family Detached	MN, 01406	0.99451	0	0.00548998	141	3643	2.92096e-05
400%+	Mobile Home	MN, 01406	0.977825	0	0.0221747	933	40	2.94533e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01406	0.986993	0	0.0130065	83	1999	1.58095e-05
400%+	Multi-Family with 5+ Units	MN, 01406	0.988769	0	0.0112311	77	2315	2.24575e-05
400%+	Single-Family Attached	MN, 01406	0.939571	0	0.0604288	19	513	4.37083e-06
400%+	Single-Family Detached	MN, 01406	0.984637	0	0.0153627	669	18226	0.000123474
Not Available	Mobile Home	MN, 01406	0	1	0	1421	145	5.33793e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01406	0	1	0	10	572	4.17481e-06
Not Available	Multi-Family with 5+ Units	MN, 01406	0	1	0	15	809	5.90458e-06
Not Available	Single-Family Attached	MN, 01406	0	1	0	224	53	3.86827e-07
Not Available	Single-Family Detached	MN, 01406	0	1	0	18	854	6.23302e-06
0-100%	Mobile Home	MN, 01407	0.930477	0	0.0695229	594	0	1.63759e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01407	1	0	0	10	368	3.15003e-06
0-100%	Multi-Family with 5+ Units	MN, 01407	0.97354	0	0.0264597	119	5669	4.55229e-05
0-100%	Single-Family Attached	MN, 01407	0.956058	0	0.0439424	360	479	2.7008e-06
0-100%	Single-Family Detached	MN, 01407	1	0	0	14	602	5.50146e-06
100-150%	Mobile Home	MN, 01407	0.935244	0	0.0647563	545	0	1.23723e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01407	0.956082	0	0.043918	356	625	3.62584e-06
100-150%	Multi-Family with 5+ Units	MN, 01407	1	0	0	72	3070	2.55374e-05
100-150%	Single-Family Attached	MN, 01407	0.991172	0	0.00882761	305	28	1.3193e-06
100-150%	Single-Family Detached	MN, 01407	1	0	0	14	405	4.64454e-06
150-200%	Mobile Home	MN, 01407	0.969547	0	0.0304534	602	0	8.87104e-08
150-200%	Multi-Family with 2 - 4 Units	MN, 01407	1	0	0	12	349	3.74507e-06
150-200%	Multi-Family with 5+ Units	MN, 01407	0.987777	0	0.0122233	73	3027	2.32589e-05
150-200%	Single-Family Attached	MN, 01407	0.997916	0	0.00208424	353	94	1.28596e-06
150-200%	Single-Family Detached	MN, 01407	1	0	0	18	583	5.17886e-06
200-300%	Mobile Home	MN, 01407	0.959221	0	0.0407788	932	10	1.52926e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01407	1	0	0	21	663	7.14588e-06
200-300%	Multi-Family with 5+ Units	MN, 01407	1	0	0	120	5413	4.09736e-05
200-300%	Single-Family Attached	MN, 01407	0.988704	0	0.0112957	762	128	2.06142e-06
200-300%	Single-Family Detached	MN, 01407	1	0	0	32	1133	1.09529e-05
300-400%	Mobile Home	MN, 01407	0.978884	0	0.0211165	715	0	1.05208e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01407	1	0	0	32	1149	6.56729e-06
300-400%	Multi-Family with 5+ Units	MN, 01407	0.99524	0	0.00475993	118	4832	3.47334e-05
300-400%	Single-Family Attached	MN, 01407	0.995243	0	0.0047566	813	130	1.78671e-06
300-400%	Single-Family Detached	MN, 01407	0.982131	0	0.017869	42	1511	1.24414e-05
400%+	Mobile Home	MN, 01407	0.977825	0	0.0221747	933	23	1.5274e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01407	1	0	0	103	3073	2.01219e-05
400%+	Multi-Family with 5+ Units	MN, 01407	0.999402	0	0.00059752	504	20083	0.000129817
400%+	Single-Family Attached	MN, 01407	1	0	0	45	1622	8.51846e-06
400%+	Single-Family Detached	MN, 01407	0.995825	0	0.00417524	507	16047	0.000105747
Not Available	Mobile Home	MN, 01407	0	1	0	1421	116	2.74287e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01407	0	1	0	278	464	3.30516e-06
Not Available	Multi-Family with 5+ Units	MN, 01407	0	1	0	51	4125	2.93831e-05
Not Available	Single-Family Attached	MN, 01407	0	1	0	224	25	1.7808e-07
Not Available	Single-Family Detached	MN, 01407	0	1	0	9589	473	3.36927e-06
0-100%	Mobile Home	MN, 01408	0.930477	0	0.0695229	594	61	1.76371e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01408	0.943105	0	0.0568945	515	158	1.94519e-06
0-100%	Multi-Family with 5+ Units	MN, 01408	1	0	0	43	2050	1.74306e-05
0-100%	Single-Family Attached	MN, 01408	0.956058	0	0.0439424	360	336	1.34187e-06
0-100%	Single-Family Detached	MN, 01408	1	0	0	23	594	5.24318e-06
100-150%	Mobile Home	MN, 01408	0.935244	0	0.0647563	545	0	1.6278e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01408	0.956082	0	0.043918	356	26	1.46565e-06
100-150%	Multi-Family with 5+ Units	MN, 01408	1	0	0	58	2686	1.58762e-05
100-150%	Single-Family Attached	MN, 01408	0.991172	0	0.00882761	305	162	1.36435e-06
100-150%	Single-Family Detached	MN, 01408	1	0	0	18	521	5.0768e-06
150-200%	Mobile Home	MN, 01408	0.969547	0	0.0304534	602	0	1.55642e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01408	0.971219	0	0.0287806	337	287	1.56322e-06
150-200%	Multi-Family with 5+ Units	MN, 01408	0.890491	0	0.109509	37	1872	1.59744e-05
150-200%	Single-Family Attached	MN, 01408	0.997916	0	0.00208424	353	333	1.61092e-06
150-200%	Single-Family Detached	MN, 01408	1	0	0	29	784	5.97406e-06
200-300%	Mobile Home	MN, 01408	0.959221	0	0.0407788	932	0	2.63702e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01408	0.987699	0	0.0123014	535	160	2.077e-06
200-300%	Multi-Family with 5+ Units	MN, 01408	0.993205	0	0.00679502	88	3532	2.91306e-05
200-300%	Single-Family Attached	MN, 01408	1	0	0	11	422	3.74572e-06
200-300%	Single-Family Detached	MN, 01408	1	0	0	63	1690	1.42565e-05
300-400%	Mobile Home	MN, 01408	0.978884	0	0.0211165	715	0	1.68174e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01408	0.984775	0	0.0152249	433	287	1.21629e-06
300-400%	Multi-Family with 5+ Units	MN, 01408	1	0	0	86	3318	2.35442e-05
300-400%	Single-Family Attached	MN, 01408	0.995243	0	0.0047566	813	210	3.51045e-06
300-400%	Single-Family Detached	MN, 01408	0.986528	0	0.0134715	79	1930	1.7767e-05
400%+	Mobile Home	MN, 01408	0.977825	0	0.0221747	933	0	2.13243e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01408	1	0	0	27	743	3.66361e-06
400%+	Multi-Family with 5+ Units	MN, 01408	0.992729	0	0.00727087	269	9765	6.48543e-05
400%+	Single-Family Attached	MN, 01408	1	0	0	53	1583	1.03061e-05
400%+	Single-Family Detached	MN, 01408	0.996772	0	0.0032277	747	20448	0.000138203
Not Available	Mobile Home	MN, 01408	0	1	0	1421	153	3.9725e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01408	0	1	0	278	190	1.36477e-06
Not Available	Multi-Family with 5+ Units	MN, 01408	0	1	0	21	1618	1.16221e-05
Not Available	Single-Family Attached	MN, 01408	0	1	0	224	63	4.52529e-07
Not Available	Single-Family Detached	MN, 01408	0	1	0	14	970	6.96748e-06
0-100%	Mobile Home	MN, 01409	0.930477	0	0.0695229	594	0	1.57806e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01409	0.943105	0	0.0568945	515	48	1.12012e-06
0-100%	Multi-Family with 5+ Units	MN, 01409	1	0	0	21	1157	9.60551e-06
0-100%	Single-Family Attached	MN, 01409	0.956058	0	0.0439424	360	242	2.08097e-06
0-100%	Single-Family Detached	MN, 01409	1	0	0	17	546	5.17404e-06
100-150%	Mobile Home	MN, 01409	0.935244	0	0.0647563	545	0	1.47429e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01409	0.956082	0	0.043918	356	93	9.58694e-07
100-150%	Multi-Family with 5+ Units	MN, 01409	1	0	0	18	912	6.82419e-06
100-150%	Single-Family Attached	MN, 01409	0.991172	0	0.00882761	305	152	2.32199e-06
100-150%	Single-Family Detached	MN, 01409	1	0	0	15	527	4.09734e-06
150-200%	Mobile Home	MN, 01409	0.969547	0	0.0304534	602	25	1.41046e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01409	0.971219	0	0.0287806	337	379	1.03776e-06
150-200%	Multi-Family with 5+ Units	MN, 01409	1	0	0	21	882	6.94146e-06
150-200%	Single-Family Attached	MN, 01409	0.997916	0	0.00208424	353	279	3.10526e-06
150-200%	Single-Family Detached	MN, 01409	1	0	0	13	349	4.40082e-06
200-300%	Mobile Home	MN, 01409	0.959221	0	0.0407788	932	55	2.40248e-07
200-300%	Multi-Family with 2 - 4 Units	MN, 01409	0.987699	0	0.0123014	535	102	1.86855e-06
200-300%	Multi-Family with 5+ Units	MN, 01409	1	0	0	43	1873	1.29162e-05
200-300%	Single-Family Attached	MN, 01409	1	0	0	17	684	7.0111e-06
200-300%	Single-Family Detached	MN, 01409	1	0	0	49	1377	1.26856e-05
300-400%	Mobile Home	MN, 01409	0.978884	0	0.0211165	715	21	1.53541e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01409	0.984775	0	0.0152249	433	66	1.23127e-06
300-400%	Multi-Family with 5+ Units	MN, 01409	1	0	0	49	1860	1.29801e-05
300-400%	Single-Family Attached	MN, 01409	1	0	0	28	1075	7.72835e-06
300-400%	Single-Family Detached	MN, 01409	1	0	0	69	1972	1.68363e-05
400%+	Mobile Home	MN, 01409	0.977825	0	0.0221747	933	21	1.95611e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01409	1	0	0	16	718	4.17318e-06
400%+	Multi-Family with 5+ Units	MN, 01409	1	0	0	119	5179	3.83937e-05
400%+	Single-Family Attached	MN, 01409	1	0	0	129	4968	3.24345e-05
400%+	Single-Family Detached	MN, 01409	0.995425	0	0.00457543	693	22293	0.000156794
Not Available	Mobile Home	MN, 01409	0	1	0	1421	67	3.60927e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01409	0	1	0	278	0	0
Not Available	Multi-Family with 5+ Units	MN, 01409	0	1	0	13	1190	8.79345e-06
Not Available	Single-Family Attached	MN, 01409	0	1	0	224	383	2.83017e-06
Not Available	Single-Family Detached	MN, 01409	0	1	0	9589	375	2.77105e-06
0-100%	Mobile Home	MN, 01410	0.930477	0	0.0695229	594	254	2.76685e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01410	0.943105	0	0.0568945	515	63	1.46189e-06
0-100%	Multi-Family with 5+ Units	MN, 01410	1	0	0	52	1687	1.41539e-05
0-100%	Single-Family Attached	MN, 01410	0.956058	0	0.0439424	360	112	9.15311e-07
0-100%	Single-Family Detached	MN, 01410	1	0	0	28	697	5.95311e-06
100-150%	Mobile Home	MN, 01410	0.935244	0	0.0647563	545	0	2.52665e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01410	0.956082	0	0.043918	356	152	1.09678e-06
100-150%	Multi-Family with 5+ Units	MN, 01410	1	0	0	42	1345	1.15648e-05
100-150%	Single-Family Attached	MN, 01410	0.991172	0	0.00882761	305	77	8.55337e-07
100-150%	Single-Family Detached	MN, 01410	0.875131	0	0.124869	32	953	7.49799e-06
150-200%	Mobile Home	MN, 01410	0.969547	0	0.0304534	602	0	2.41461e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01410	0.971219	0	0.0287806	337	97	1.058e-06
150-200%	Multi-Family with 5+ Units	MN, 01410	0.96263	0	0.0373699	56	2114	1.19135e-05
150-200%	Single-Family Attached	MN, 01410	0.997916	0	0.00208424	353	260	1.28291e-06
150-200%	Single-Family Detached	MN, 01410	1	0	0	49	1306	9.6512e-06
200-300%	Mobile Home	MN, 01410	0.959221	0	0.0407788	932	0	4.07169e-07
