Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=None	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
150-200%	Single-Family Attached	ID	Renter	1990s	0	1	0	0.129671	20.3916	1.86606e-06
150-200%	Single-Family Attached	ID	Renter	2000s	0	1	0	0.285277	35.0558	2.63376e-06
150-200%	Single-Family Attached	ID	Renter	2010s	0	1	0	0.220441	9.81248	5.23274e-07
150-200%	Single-Family Attached	ID	Renter	<1940	0	1	0	1.53012	7.502	4.36454e-07
150-200%	Single-Family Attached	IL	Not Available	1940s	0	0	1	0.0714757	6.41698e-20	0
150-200%	Single-Family Attached	IL	Not Available	1950s	0	0	1	0.0595631	6.77407	0
150-200%	Single-Family Attached	IL	Not Available	1960s	0	0	1	0.136995	22.8389	0
150-200%	Single-Family Attached	IL	Not Available	1970s	0	0	1	0.16082	20.3077	0
150-200%	Single-Family Attached	IL	Not Available	1980s	0	0	1	0.172733	21.2832	0
150-200%	Single-Family Attached	IL	Not Available	1990s	0	0	1	0.077432	46.8549	0
150-200%	Single-Family Attached	IL	Not Available	2000s	0	0	1	0.119126	50.5985	0
150-200%	Single-Family Attached	IL	Not Available	2010s	0	0	1	0.0833884	6.63964	0
150-200%	Single-Family Attached	IL	Not Available	<1940	0	0	1	0.0714757	6.41698e-20	0
150-200%	Single-Family Attached	IL	Owner	1940s	0.254323	0.745677	0	0.0181891	1.80364e-20	3.23618e-06
150-200%	Single-Family Attached	IL	Owner	1950s	0.228353	0.771647	0	0.0151575	1.90401	5.27588e-06
150-200%	Single-Family Attached	IL	Owner	1960s	0.20476	0.79524	0	0.0348624	6.41941	5.06113e-06
150-200%	Single-Family Attached	IL	Owner	1970s	0.237513	0.762487	0	0.0409254	5.70796	1.23556e-05
150-200%	Single-Family Attached	IL	Owner	1980s	0.180881	0.819119	0	0.0439569	5.98214	1.11144e-05
150-200%	Single-Family Attached	IL	Owner	1990s	0	1	0	0.0197048	13.1697	2.03646e-05
150-200%	Single-Family Attached	IL	Owner	2000s	0	1	0	0.0303151	14.2219	1.75158e-05
150-200%	Single-Family Attached	IL	Owner	2010s	0	1	0	0.0212206	1.86623	1.70417e-06
150-200%	Single-Family Attached	IL	Owner	<1940	0.254323	0.745677	0	0.0181891	1.80364e-20	4.42927e-06
150-200%	Single-Family Attached	IL	Renter	1940s	0.128974	0.871026	0	0.0174626	1.41652e-20	4.21314e-06
150-200%	Single-Family Attached	IL	Renter	1950s	0.11385	0.88615	0	0.0145521	1.49535	3.71472e-06
150-200%	Single-Family Attached	IL	Renter	1960s	0.100546	0.899454	0	0.0334699	5.04158	4.16653e-06
150-200%	Single-Family Attached	IL	Renter	1970s	0.119126	0.880874	0	0.0392908	4.48284	7.96023e-06
150-200%	Single-Family Attached	IL	Renter	1980s	0.0874831	0.912517	0	0.0422012	4.69817	6.82002e-06
150-200%	Single-Family Attached	IL	Renter	1990s	0	1	0	0.0189178	10.343	1.14356e-05
150-200%	Single-Family Attached	IL	Renter	2000s	0	1	0	0.0291043	11.1694	1.06779e-05
150-200%	Single-Family Attached	IL	Renter	2010s	0	1	0	0.020373	1.46567	1.4016e-06
150-200%	Single-Family Attached	IL	Renter	<1940	0.128974	0.871026	0	0.0174626	1.41652e-20	5.50064e-06
150-200%	Single-Family Attached	IN	Not Available	1940s	0	0	1	0.456196	25.025	0
150-200%	Single-Family Attached	IN	Not Available	1950s	0	0	1	0.380164	137.474	0
150-200%	Single-Family Attached	IN	Not Available	1960s	0	0	1	0.874376	72.3202	0
150-200%	Single-Family Attached	IN	Not Available	1970s	0	0	1	1.02644	284.406	0
150-200%	Single-Family Attached	IN	Not Available	1980s	0	0	1	1.10247	179.782	0
150-200%	Single-Family Attached	IN	Not Available	1990s	0	0	1	1.44462	287.243	0
150-200%	Single-Family Attached	IN	Not Available	2000s	0	0	1	0.380164	337.824	0
150-200%	Single-Family Attached	IN	Not Available	2010s	0	0	1	0.532229	118.235	0
150-200%	Single-Family Attached	IN	Not Available	<1940	0	0	1	0.456196	64.6705	0
150-200%	Single-Family Attached	IN	Owner	1940s	0.165693	0.834307	0	0.0788201	3.24237	1.09893e-06
150-200%	Single-Family Attached	IN	Owner	1950s	0.146989	0.853011	0	0.0656834	17.8119	2.06463e-06
150-200%	Single-Family Attached	IN	Owner	1960s	0.130382	0.869618	0	0.151072	9.37018	2.04301e-06
150-200%	Single-Family Attached	IN	Owner	1970s	0.153535	0.846465	0	0.177345	36.8491	3.05856e-06
150-200%	Single-Family Attached	IN	Owner	1980s	0.113934	0.886066	0	0.190482	23.2935	4.43982e-06
150-200%	Single-Family Attached	IN	Owner	1990s	0	1	0	0.249597	37.2166	5.68882e-06
150-200%	Single-Family Attached	IN	Owner	2000s	0	1	0	0.0656834	43.7703	5.98339e-06
150-200%	Single-Family Attached	IN	Owner	2010s	0	1	0	0.0919568	15.3192	1.10133e-06
150-200%	Single-Family Attached	IN	Owner	<1940	0.165693	0.834307	0	0.0788201	8.37904	2.0981e-06
150-200%	Single-Family Attached	IN	Renter	1940s	0.0793773	0.920623	0	0.151834	10.2518	2.07604e-06
150-200%	Single-Family Attached	IN	Renter	1950s	0.0696042	0.930396	0	0.126528	56.318	3.34161e-06
150-200%	Single-Family Attached	IN	Renter	1960s	0.0611138	0.938886	0	0.291015	29.6269	3.16069e-06
150-200%	Single-Family Attached	IN	Renter	1970s	0.0729986	0.927001	0	0.341626	116.51	4.46493e-06
150-200%	Single-Family Attached	IN	Renter	1980s	0.052873	0.947127	0	0.366931	73.6499	4.4315e-06
150-200%	Single-Family Attached	IN	Renter	1990s	0	1	0	0.480807	117.672	5.05443e-06
150-200%	Single-Family Attached	IN	Renter	2000s	0	1	0	0.126528	138.394	5.3286e-06
150-200%	Single-Family Attached	IN	Renter	2010s	0	1	0	0.177139	48.4366	1.17783e-06
150-200%	Single-Family Attached	IN	Renter	<1940	0.0793773	0.920623	0	0.151834	26.493	5.38157e-06
150-200%	Single-Family Attached	KS	Not Available	1940s	0	0	1	2.69247	4.39882	0
150-200%	Single-Family Attached	KS	Not Available	1950s	0	0	1	1.54674	7.90384	0
150-200%	Single-Family Attached	KS	Not Available	1960s	0	0	1	1.38442	2.51694e-19	0
150-200%	Single-Family Attached	KS	Not Available	1970s	0	0	1	0.181407	26.0213	0
150-200%	Single-Family Attached	KS	Not Available	1980s	0	0	1	0.219598	25.1809	0
150-200%	Single-Family Attached	KS	Not Available	1990s	0	0	1	0.29598	26.4593	0
150-200%	Single-Family Attached	KS	Not Available	2000s	0	0	1	0.305528	14.1059	0
150-200%	Single-Family Attached	KS	Not Available	2010s	0	0	1	0.276885	16.7661	0
150-200%	Single-Family Attached	KS	Not Available	<1940	0	0	1	2.69247	11.3675	0
150-200%	Single-Family Attached	KS	Owner	1940s	0.138452	0.861548	0	3.82956e-20	3.24329e-39	5.54666e-07
150-200%	Single-Family Attached	KS	Owner	1950s	0.0626888	0.937311	0	2.19996e-20	5.82759e-39	9.26788e-07
150-200%	Single-Family Attached	KS	Owner	1960s	0.0254462	0.974554	0	1.9691e-20	1.85577e-58	1.07682e-06
150-200%	Single-Family Attached	KS	Owner	1970s	0.100751	0.899249	0	2.5802e-21	1.91858e-38	1.95497e-06
150-200%	Single-Family Attached	KS	Owner	1980s	0	1	0	3.1234e-21	1.85661e-38	2.02635e-06
150-200%	Single-Family Attached	KS	Owner	1990s	0.140288	0.859712	0	4.2098e-21	1.95087e-38	1.7836e-06
150-200%	Single-Family Attached	KS	Owner	2000s	0	1	0	4.3456e-21	1.04005e-38	1.13304e-06
150-200%	Single-Family Attached	KS	Owner	2010s	0.062122	0.937878	0	3.9382e-21	1.23618e-38	3.72701e-07
150-200%	Single-Family Attached	KS	Owner	<1940	0.138452	0.861548	0	3.82956e-20	8.38141e-39	5.3737e-07
150-200%	Single-Family Attached	KS	Renter	1940s	0	1	0	1.28213	4.39882	1.31467e-06
150-200%	Single-Family Attached	KS	Renter	1950s	0	1	0	0.736541	7.90384	1.87088e-06
150-200%	Single-Family Attached	KS	Renter	1960s	0	1	0	0.65925	2.51694e-19	2.5991e-06
150-200%	Single-Family Attached	KS	Renter	1970s	0	1	0	0.0863845	26.0213	4.53483e-06
150-200%	Single-Family Attached	KS	Renter	1980s	0	1	0	0.104571	25.1809	3.44034e-06
150-200%	Single-Family Attached	KS	Renter	1990s	0	1	0	0.140943	26.4593	3.3377e-06
150-200%	Single-Family Attached	KS	Renter	2000s	0	1	0	0.14549	14.1059	3.88828e-06
150-200%	Single-Family Attached	KS	Renter	2010s	0	1	0	0.13185	16.7661	1.48688e-06
150-200%	Single-Family Attached	KS	Renter	<1940	0	1	0	1.28213	11.3675	1.57501e-06
150-200%	Single-Family Attached	KY	Not Available	1940s	0	0	1	2.23082	17.4682	0
150-200%	Single-Family Attached	KY	Not Available	1950s	0	0	1	1.29585	1.15831e-18	0
150-200%	Single-Family Attached	KY	Not Available	1960s	0	0	1	1.90276	74.7744	0
150-200%	Single-Family Attached	KY	Not Available	1970s	0	0	1	0.180434	86.7964	0
150-200%	Single-Family Attached	KY	Not Available	1980s	0	0	1	0.278853	57.6338	0
150-200%	Single-Family Attached	KY	Not Available	1990s	0	0	1	0.164031	199.091	0
150-200%	Single-Family Attached	KY	Not Available	2000s	0	0	1	0.246047	163.817	0
150-200%	Single-Family Attached	KY	Not Available	2010s	0	0	1	0.246047	109.728	0
150-200%	Single-Family Attached	KY	Not Available	<1940	0	0	1	2.23082	45.1417	0
150-200%	Single-Family Attached	KY	Owner	1940s	0.00160648	0.998394	0	2.53683	0.366931	3.1823e-07
150-200%	Single-Family Attached	KY	Owner	1950s	0.0026973	0.997303	0	1.4736	2.43311e-20	5.31354e-07
150-200%	Single-Family Attached	KY	Owner	1960s	0.00135481	0.998645	0	2.16376	1.57069	8.85801e-07
150-200%	Single-Family Attached	KY	Owner	1970s	0.00599233	0.994008	0	0.205185	1.82322	1.96097e-06
150-200%	Single-Family Attached	KY	Owner	1980s	0.0127988	0.987201	0	0.317103	1.21064	2.22742e-06
150-200%	Single-Family Attached	KY	Owner	1990s	0.0186919	0.981308	0	0.186531	4.18205	3.38183e-06
150-200%	Single-Family Attached	KY	Owner	2000s	0.0164407	0.983559	0	0.279797	3.44109	3.28168e-06
150-200%	Single-Family Attached	KY	Owner	2010s	0.00609224	0.993908	0	0.279797	2.30491	1.15014e-06
150-200%	Single-Family Attached	KY	Owner	<1940	0.00160648	0.998394	0	2.53683	0.948234	6.6012e-07
150-200%	Single-Family Attached	KY	Renter	1940s	0.0125654	0.987435	0	3.96174	12.7716	4.70977e-07
150-200%	Single-Family Attached	KY	Renter	1950s	0.0209415	0.979058	0	2.3013	8.46883e-19	7.16011e-07
150-200%	Single-Family Attached	KY	Renter	1960s	0.0106152	0.989385	0	3.37913	54.6705	1.40682e-06
150-200%	Single-Family Attached	KY	Renter	1970s	0.0455068	0.954493	0	0.320435	63.4602	1.92358e-06
150-200%	Single-Family Attached	KY	Renter	1980s	0.0929971	0.907003	0	0.495217	42.1383	3.15782e-06
150-200%	Single-Family Attached	KY	Renter	1990s	0.13092	0.86908	0	0.291304	145.563	3.5137e-06
150-200%	Single-Family Attached	KY	Renter	2000s	0.11676	0.88324	0	0.436956	119.773	3.61198e-06
150-200%	Single-Family Attached	KY	Renter	2010s	0.0462349	0.953765	0	0.436956	80.2262	1.38078e-06
150-200%	Single-Family Attached	KY	Renter	<1940	0.0125654	0.987435	0	3.96174	33.0049	1.45822e-06
150-200%	Single-Family Attached	LA	Not Available	1940s	0	0	1	0.43198	97.4343	0
150-200%	Single-Family Attached	LA	Not Available	1950s	0	0	1	4.96777	3.68334e-18	0
150-200%	Single-Family Attached	LA	Not Available	1960s	0	0	1	6.39331	286.191	0
150-200%	Single-Family Attached	LA	Not Available	1970s	0	0	1	0.64797	97.5069	0
150-200%	Single-Family Attached	LA	Not Available	1980s	0	0	1	0.734367	192.475	0
150-200%	Single-Family Attached	LA	Not Available	1990s	0	0	1	7.64605	269.33	0
150-200%	Single-Family Attached	LA	Not Available	2000s	0	0	1	0.820763	90.9325	0
150-200%	Single-Family Attached	LA	Not Available	2010s	0	0	1	0.561574	171.23	0
150-200%	Single-Family Attached	LA	Not Available	<1940	0	0	1	0.43198	251.793	0
150-200%	Single-Family Attached	LA	Owner	1940s	0.0468285	0.953172	0	0.85511	8.09039	5.76671e-07
150-200%	Single-Family Attached	LA	Owner	1950s	0.00866346	0.991337	0	9.83376	3.05844e-19	1.22101e-06
150-200%	Single-Family Attached	LA	Owner	1960s	0.00872854	0.991271	0	12.6556	23.7637	1.14628e-06
150-200%	Single-Family Attached	LA	Owner	1970s	0.0443704	0.95563	0	1.28266	8.09642	1.6923e-06
150-200%	Single-Family Attached	LA	Owner	1980s	0.0217104	0.97829	0	1.45369	15.982	1.51839e-06
150-200%	Single-Family Attached	LA	Owner	1990s	0.00330652	0.996693	0	15.1354	22.3636	1.02559e-06
150-200%	Single-Family Attached	LA	Owner	2000s	0	1	0	1.62471	7.55051	1.00091e-06
150-200%	Single-Family Attached	LA	Owner	2010s	0.0131099	0.98689	0	1.11164	14.2179	2.57744e-07
150-200%	Single-Family Attached	LA	Owner	<1940	0.0468285	0.953172	0	0.85511	20.9074	1.26315e-06
150-200%	Single-Family Attached	LA	Renter	1940s	0.0970158	0.902984	0	0.213915	49.372	1.65511e-06
150-200%	Single-Family Attached	LA	Renter	1950s	0.018753	0.981247	0	2.46002	1.86643e-18	3.28332e-06
150-200%	Single-Family Attached	LA	Renter	1960s	0.0188925	0.981108	0	3.16594	145.019	2.5306e-06
150-200%	Single-Family Attached	LA	Renter	1970s	0.0921781	0.907822	0	0.320872	49.4088	3.49462e-06
150-200%	Single-Family Attached	LA	Renter	1980s	0.0462852	0.953715	0	0.363655	97.5309	3.36155e-06
150-200%	Single-Family Attached	LA	Renter	1990s	0.00720267	0.992797	0	3.78629	136.475	2.38051e-06
150-200%	Single-Family Attached	LA	Renter	2000s	0	1	0	0.406438	46.0774	2.47605e-06
150-200%	Single-Family Attached	LA	Renter	2010s	0.0282304	0.97177	0	0.278089	86.7657	9.97036e-07
150-200%	Single-Family Attached	LA	Renter	<1940	0.0970158	0.902984	0	0.213915	127.589	2.9379e-06
150-200%	Single-Family Attached	MA	Not Available	1940s	0	0	1	0.030185	3.56941	0
150-200%	Single-Family Attached	MA	Not Available	1950s	0	0	1	0.262233	2.68197	0
150-200%	Single-Family Attached	MA	Not Available	1960s	0	0	1	0.213182	2.93746e-20	0
150-200%	Single-Family Attached	MA	Not Available	1970s	0	0	1	0.0358447	2.93746e-20	0
150-200%	Single-Family Attached	MA	Not Available	1980s	0	0	1	0.0320716	13.0765	0
150-200%	Single-Family Attached	MA	Not Available	1990s	0	0	1	0.0320716	4.71168	0
150-200%	Single-Family Attached	MA	Not Available	2000s	0	0	1	0.0207522	7.98212	0
150-200%	Single-Family Attached	MA	Not Available	2010s	0	0	1	0.0245253	4.2186	0
150-200%	Single-Family Attached	MA	Not Available	<1940	0	0	1	0.030185	9.22418	0
150-200%	Single-Family Attached	MA	Owner	1940s	0.0792435	0.920756	0	0.16484	2.02518	1.21115e-06
150-200%	Single-Family Attached	MA	Owner	1950s	0.0365142	0.963486	0	1.43205	1.52167	2.29931e-06
150-200%	Single-Family Attached	MA	Owner	1960s	0.0240414	0.975959	0	1.16418	1.66662e-20	1.99782e-06
150-200%	Single-Family Attached	MA	Owner	1970s	0.108145	0.891855	0	0.195748	1.66662e-20	2.89567e-06
150-200%	Single-Family Attached	MA	Owner	1980s	0	1	0	0.175143	7.41919	6.39057e-06
150-200%	Single-Family Attached	MA	Owner	1990s	0.0217829	0.978217	0	0.175143	2.67326	2.75242e-06
150-200%	Single-Family Attached	MA	Owner	2000s	0	1	0	0.113328	4.52882	4.02648e-06
150-200%	Single-Family Attached	MA	Owner	2010s	0	1	0	0.133933	2.3935	1.34011e-06
150-200%	Single-Family Attached	MA	Owner	<1940	0.0792435	0.920756	0	0.16484	5.23352	5.16427e-06
150-200%	Single-Family Attached	MA	Renter	1940s	0.217708	0.782292	0	0.00682777	0.217344	1.19058e-06
150-200%	Single-Family Attached	MA	Renter	1950s	0.109169	0.890831	0	0.0593163	0.163307	2.32966e-06
150-200%	Single-Family Attached	MA	Renter	1960s	0.0737784	0.926222	0	0.0482211	1.78864e-21	1.96362e-06
150-200%	Single-Family Attached	MA	Renter	1970s	0.281661	0.718339	0	0.00810798	1.78864e-21	2.96634e-06
150-200%	Single-Family Attached	MA	Renter	1980s	0	1	0	0.00725451	0.796236	6.48493e-06
150-200%	Single-Family Attached	MA	Renter	1990s	0.0671691	0.932831	0	0.00725451	0.286898	3.15367e-06
150-200%	Single-Family Attached	MA	Renter	2000s	0	1	0	0.00469409	0.486038	4.8317e-06
150-200%	Single-Family Attached	MA	Renter	2010s	0	1	0	0.00554756	0.256874	1.8806e-06
150-200%	Single-Family Attached	MA	Renter	<1940	0.217708	0.782292	0	0.00682777	0.561668	9.63561e-06
150-200%	Single-Family Attached	MD	Not Available	1940s	0	0	1	0.094445	14.5302	0
150-200%	Single-Family Attached	MD	Not Available	1950s	0	0	1	0.133797	28.0581	0
150-200%	Single-Family Attached	MD	Not Available	1960s	0	0	1	0.19676	27.6898	0
150-200%	Single-Family Attached	MD	Not Available	1970s	0	0	1	0.0787042	34.972	0
150-200%	Single-Family Attached	MD	Not Available	1980s	0	0	1	0.118056	50.8898	0
150-200%	Single-Family Attached	MD	Not Available	1990s	0	0	1	0.362039	27.3917	0
150-200%	Single-Family Attached	MD	Not Available	2000s	0	0	1	0.0865746	35.9137	0
150-200%	Single-Family Attached	MD	Not Available	2010s	0	0	1	0.0865746	32.816	0
150-200%	Single-Family Attached	MD	Not Available	<1940	0	0	1	0.094445	37.5493	0
150-200%	Single-Family Attached	MD	Owner	1940s	0	1	0	0.0361816	6.03178	9.23727e-06
150-200%	Single-Family Attached	MD	Owner	1950s	0	1	0	0.0512572	11.6475	1.84811e-05
150-200%	Single-Family Attached	MD	Owner	1960s	0	1	0	0.0753783	11.4946	7.35449e-06
150-200%	Single-Family Attached	MD	Owner	1970s	0	1	0	0.0301513	14.5176	1.34264e-05
150-200%	Single-Family Attached	MD	Owner	1980s	0	1	0	0.045227	21.1254	1.41779e-05
150-200%	Single-Family Attached	MD	Owner	1990s	0	1	0	0.138696	11.3709	1.22126e-05
150-200%	Single-Family Attached	MD	Owner	2000s	0	1	0	0.0331664	14.9085	6.90026e-06
150-200%	Single-Family Attached	MD	Owner	2010s	0	1	0	0.0331664	13.6226	2.06896e-06
150-200%	Single-Family Attached	MD	Owner	<1940	0	1	0	0.0361816	15.5875	2.29936e-05
150-200%	Single-Family Attached	MD	Renter	1940s	0	1	0	0.0136193	1.8384	7.70523e-06
150-200%	Single-Family Attached	MD	Renter	1950s	0.50187	0.49813	0	0.0192939	3.55	1.50066e-05
150-200%	Single-Family Attached	MD	Renter	1960s	0.492543	0.507457	0	0.0283735	3.5034	5.67953e-06
150-200%	Single-Family Attached	MD	Renter	1970s	0.383495	0.616505	0	0.0113494	4.42476	8.37383e-06
150-200%	Single-Family Attached	MD	Renter	1980s	0	1	0	0.0170241	6.43873	1.2168e-05
150-200%	Single-Family Attached	MD	Renter	1990s	0.210251	0.789749	0	0.0522072	3.46569	1.09806e-05
150-200%	Single-Family Attached	MD	Renter	2000s	0.342737	0.657263	0	0.0124843	4.54391	8.01542e-06
150-200%	Single-Family Attached	MD	Renter	2010s	0	1	0	0.0124843	4.15198	3.48797e-06
150-200%	Single-Family Attached	MD	Renter	<1940	0	1	0	0.0136193	4.75085	2.04518e-05
150-200%	Single-Family Attached	ME	Not Available	1940s	0	0	1	0.025438	0.0414196	0
150-200%	Single-Family Attached	ME	Not Available	1950s	0	0	1	0.121927	0.0600581	0
150-200%	Single-Family Attached	ME	Not Available	1960s	0	0	1	0.0991206	4.54814e-21	0
150-200%	Single-Family Attached	ME	Not Available	1970s	0	0	1	0.0166663	0.105795	0
150-200%	Single-Family Attached	ME	Not Available	1980s	0	0	1	0.0342098	0.237044	0
150-200%	Single-Family Attached	ME	Not Available	1990s	0	0	1	0.0149119	0.230294	0
150-200%	Single-Family Attached	ME	Not Available	2000s	0	0	1	0.020175	4.54814e-21	0
150-200%	Single-Family Attached	ME	Not Available	2010s	0	0	1	0.0114033	4.54814e-21	0
150-200%	Single-Family Attached	ME	Not Available	<1940	0	0	1	0.025438	0.107038	0
150-200%	Single-Family Attached	ME	Owner	1940s	0.0734193	0.926581	0	0.184426	0.0414196	1.10186e-07
150-200%	Single-Family Attached	ME	Owner	1950s	0.0511245	0.948875	0	0.883971	0.0600581	1.60672e-07
150-200%	Single-Family Attached	ME	Owner	1960s	0.0338363	0.966164	0	0.718624	4.54814e-21	1.5383e-07
150-200%	Single-Family Attached	ME	Owner	1970s	0.147043	0.852957	0	0.120831	0.105795	4.27763e-07
150-200%	Single-Family Attached	ME	Owner	1980s	0.0516554	0.948345	0	0.248021	0.237044	1.38175e-06
150-200%	Single-Family Attached	ME	Owner	1990s	0.0306866	0.969313	0	0.108112	0.230294	4.6854e-07
150-200%	Single-Family Attached	ME	Owner	2000s	0	1	0	0.146269	4.54814e-21	4.57061e-07
150-200%	Single-Family Attached	ME	Owner	2010s	0	1	0	0.0826736	4.54814e-21	1.30629e-07
150-200%	Single-Family Attached	ME	Owner	<1940	0.0734193	0.926581	0	0.184426	0.107038	8.24777e-07
150-200%	Single-Family Attached	ME	Renter	1940s	0.203961	0.796039	0	1.36593e-20	1.42125e-38	1.30939e-07
150-200%	Single-Family Attached	ME	Renter	1950s	0.148373	0.851627	0	6.54703e-20	2.06081e-38	2.0922e-07
150-200%	Single-Family Attached	ME	Renter	1960s	0.101725	0.898275	0	5.32241e-20	1.56063e-57	1.53092e-07
150-200%	Single-Family Attached	ME	Renter	1970s	0.357923	0.642077	0	8.94918e-21	3.63019e-38	3.04494e-07
150-200%	Single-Family Attached	ME	Renter	1980s	0.149754	0.850246	0	1.83694e-20	8.13382e-38	9.81878e-07
150-200%	Single-Family Attached	ME	Renter	1990s	0.0928631	0.907137	0	8.00716e-21	7.90221e-38	3.25249e-07
150-200%	Single-Family Attached	ME	Renter	2000s	0	1	0	1.08332e-20	1.56063e-57	7.46947e-07
150-200%	Single-Family Attached	ME	Renter	2010s	0	1	0	6.12312e-21	1.56063e-57	1.75949e-07
150-200%	Single-Family Attached	ME	Renter	<1940	0.203961	0.796039	0	1.36593e-20	3.67284e-38	8.4003e-07
150-200%	Single-Family Attached	MI	Not Available	1940s	0	0	1	0.086455	0.777857	0
150-200%	Single-Family Attached	MI	Not Available	1950s	0	0	1	0.0720458	8.64307	0
150-200%	Single-Family Attached	MI	Not Available	1960s	0	0	1	0.165705	17.4678	0
150-200%	Single-Family Attached	MI	Not Available	1970s	0	0	1	0.194524	11.1981	0
150-200%	Single-Family Attached	MI	Not Available	1980s	0	0	1	0.208933	16.4517	0
150-200%	Single-Family Attached	MI	Not Available	1990s	0	0	1	0.273774	20.2551	0
150-200%	Single-Family Attached	MI	Not Available	2000s	0	0	1	0.34582	15.2716	0
150-200%	Single-Family Attached	MI	Not Available	2010s	0	0	1	0.100864	11.0534	0
150-200%	Single-Family Attached	MI	Not Available	<1940	0	0	1	0.086455	2.01016	0
150-200%	Single-Family Attached	MI	Owner	1940s	0.312348	0.687652	0	6.3687e-22	1.83205e-40	2.33957e-06
150-200%	Single-Family Attached	MI	Owner	1950s	0.282699	0.717301	0	5.30725e-22	2.03567e-39	4.30452e-06
150-200%	Single-Family Attached	MI	Owner	1960s	0.255349	0.744651	0	1.22067e-21	4.11411e-39	4.99678e-06
150-200%	Single-Family Attached	MI	Owner	1970s	0.293211	0.706789	0	1.43296e-21	2.63744e-39	1.18245e-05
150-200%	Single-Family Attached	MI	Owner	1980s	0.227257	0.772743	0	1.5391e-21	3.87479e-39	1.25731e-05
150-200%	Single-Family Attached	MI	Owner	1990s	0	1	0	2.01675e-21	4.7706e-39	1.63263e-05
150-200%	Single-Family Attached	MI	Owner	2000s	0	1	0	2.54748e-21	3.59686e-39	1.33557e-05
150-200%	Single-Family Attached	MI	Owner	2010s	0	1	0	7.43015e-22	2.60335e-39	1.86287e-06
150-200%	Single-Family Attached	MI	Owner	<1940	0.312348	0.687652	0	6.3687e-22	4.73445e-40	3.46766e-06
150-200%	Single-Family Attached	MI	Renter	1940s	0.164718	0.835282	0	0.0449566	0.777857	3.77331e-06
150-200%	Single-Family Attached	MI	Renter	1950s	0.146105	0.853895	0	0.0374638	8.64307	5.38149e-06
150-200%	Single-Family Attached	MI	Renter	1960s	0.129583	0.870417	0	0.0861668	17.4678	5.60118e-06
150-200%	Single-Family Attached	MI	Renter	1970s	0.152618	0.847382	0	0.101152	11.1981	9.44914e-06
150-200%	Single-Family Attached	MI	Renter	1980s	0.113222	0.886778	0	0.108645	16.4517	6.59706e-06
150-200%	Single-Family Attached	MI	Renter	1990s	0	1	0	0.142363	20.2551	8.44984e-06
150-200%	Single-Family Attached	MI	Renter	2000s	0	1	0	0.179826	15.2716	7.65925e-06
150-200%	Single-Family Attached	MI	Renter	2010s	0	1	0	0.0524494	11.0534	1.21209e-06
150-200%	Single-Family Attached	MI	Renter	<1940	0.164718	0.835282	0	0.0449566	2.01016	6.39959e-06
150-200%	Single-Family Attached	MN	Not Available	1940s	0	0	1	3.83015	2.24114e-19	0
150-200%	Single-Family Attached	MN	Not Available	1950s	0	0	1	2.2003	18.4902	0
150-200%	Single-Family Attached	MN	Not Available	1960s	0	0	1	1.9694	2.24114e-19	0
150-200%	Single-Family Attached	MN	Not Available	1970s	0	0	1	0.258059	9.4845	0
150-200%	Single-Family Attached	MN	Not Available	1980s	0	0	1	0.312388	57.024	0
150-200%	Single-Family Attached	MN	Not Available	1990s	0	0	1	0.421044	78.1866	0
150-200%	Single-Family Attached	MN	Not Available	2000s	0	0	1	0.434626	73.1742	0
150-200%	Single-Family Attached	MN	Not Available	2010s	0	0	1	0.39388	27.7276	0
150-200%	Single-Family Attached	MN	Not Available	<1940	0	0	1	3.83015	2.24114e-19	0
150-200%	Single-Family Attached	MN	Owner	1940s	0.135127	0.864873	0	1.09951	6.73116e-20	8.35943e-07
150-200%	Single-Family Attached	MN	Owner	1950s	0.0610544	0.938946	0	0.631634	5.55346	2.08124e-06
150-200%	Single-Family Attached	MN	Owner	1960s	0.0247571	0.975243	0	0.565351	6.73116e-20	2.05276e-06
150-200%	Single-Family Attached	MN	Owner	1970s	0.0982282	0.901772	0	0.0740805	2.84863	6.5236e-06
150-200%	Single-Family Attached	MN	Owner	1980s	0	1	0	0.0896764	17.1269	8.3536e-06
150-200%	Single-Family Attached	MN	Owner	1990s	0.136926	0.863074	0	0.120868	23.483	9.89021e-06
150-200%	Single-Family Attached	MN	Owner	2000s	0	1	0	0.124767	21.9776	1.26109e-05
150-200%	Single-Family Attached	MN	Owner	2010s	0.0605013	0.939499	0	0.11307	8.32788	1.727e-06
150-200%	Single-Family Attached	MN	Owner	<1940	0.135127	0.864873	0	1.09951	6.73116e-20	1.71177e-06
150-200%	Single-Family Attached	MN	Renter	1940s	0	1	0	0.824324	4.57796e-20	7.08173e-07
150-200%	Single-Family Attached	MN	Renter	1950s	0	1	0	0.473548	3.77699	1.78555e-06
150-200%	Single-Family Attached	MN	Renter	1960s	0	1	0	0.423854	4.57796e-20	1.64326e-06
150-200%	Single-Family Attached	MN	Renter	1970s	0	1	0	0.0555395	1.93739	4.99035e-06
150-200%	Single-Family Attached	MN	Renter	1980s	0	1	0	0.0672321	11.6483	6.5496e-06
150-200%	Single-Family Attached	MN	Renter	1990s	0	1	0	0.0906171	15.9711	7.60403e-06
