Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Attached	NV	Owner	1950s	0	0	0	0.0159828	0.447698	0.463981	0.0431612	0.0291769	0	17	0	5.44412e-07
0-100%	Single-Family Attached	NV	Renter	1950s	0.0242486	0.00366168	0.011352	0.138808	0.539216	0.255964	0.0267493	0	0	17	0	1.31717e-06
100-150%	Single-Family Attached	NV	Not Available	1950s	0	0	0	0	0	0	0	0	1	13	1139.67	0
100-150%	Single-Family Attached	NV	Owner	1950s	0	0	0	0.0203204	0.46392	0.445571	0.0203705	0.0498179	0	12	0	4.31475e-07
100-150%	Single-Family Attached	NV	Renter	1950s	0	0	0.00178598	0.193794	0.473205	0.280545	0.0506707	0	0	11	1139.67	7.30143e-07
150-200%	Single-Family Attached	NV	Not Available	1950s	0	0	0	0	0	0	0	0	1	10	2484.41	0
150-200%	Single-Family Attached	NV	Owner	1950s	0	0	0	0.0203204	0.46392	0.445571	0.0203705	0.0498179	0	12	0	4.97431e-07
150-200%	Single-Family Attached	NV	Renter	1950s	0	0	0.00178598	0.193794	0.473205	0.280545	0.0506707	0	0	11	2484.41	6.86815e-07
200-300%	Single-Family Attached	NV	Not Available	1950s	0	0	0	0	0	0	0	0	1	16	0	0
200-300%	Single-Family Attached	NV	Owner	1950s	0	0	0.00126093	0.141245	0.30345	0.477637	0.0521866	0.0242198	0	14	0	1.12935e-06
200-300%	Single-Family Attached	NV	Renter	1950s	0.0720757	0.0128906	0.0321051	0.0834442	0.496186	0.284634	0.0186648	0	0	53	0	1.13774e-06
300-400%	Single-Family Attached	NV	Not Available	1950s	0	0	0	0	0	0	0	0	1	14	0	0
300-400%	Single-Family Attached	NV	Owner	1950s	0	0	0.00472089	0.327858	0.304641	0.36278	0	0	0	13	0	7.10854e-07
300-400%	Single-Family Attached	NV	Renter	1950s	0.0720757	0.0128906	0.0321051	0.0834442	0.496186	0.284634	0.0186648	0	0	53	0	7.06472e-07
400%+	Single-Family Attached	NV	Not Available	1950s	0	0	0	0	0	0	0	0	1	16	2140.49	0
400%+	Single-Family Attached	NV	Owner	1950s	0	0	0.00103484	0.0846966	0.347485	0.537428	0.0293556	0	0	11	0	2.13389e-06
400%+	Single-Family Attached	NV	Renter	1950s	0.0459467	0.00630635	0.0178602	0.0725176	0.463226	0.361314	0.0328294	0	0	41	2140.49	9.60749e-07
Not Available	Single-Family Attached	NV	Not Available	1950s	0	0	0.00142264	0.145803	0.366441	0.436338	0.0499958	0	0	35	5764.57	1.11854e-06
Not Available	Single-Family Attached	NV	Owner	1950s	0	0	0	0	0	0	0	0	1	25	0	0
Not Available	Single-Family Attached	NV	Renter	1950s	0	0	0	0	0	0	0	0	1	10	5764.57	0
0-100%	Single-Family Attached	NV	Not Available	1960s	0	0	0	0	0	0	0	0	1	13	1845.98	0
0-100%	Single-Family Attached	NV	Owner	1960s	0.0482076	0.0072796	0.021997	0.109613	0.41748	0.304835	0.0195447	0.0710423	0	13	0	7.61885e-07
0-100%	Single-Family Attached	NV	Renter	1960s	0.0728738	0.0130333	0.0320163	0.0124754	0.421238	0.389072	0.0592916	0	0	17	1845.98	1.65876e-06
100-150%	Single-Family Attached	NV	Not Available	1960s	0	0	0	0	0	0	0	0	1	11	0	0
100-150%	Single-Family Attached	NV	Owner	1960s	0	0	0	0.0372006	0.357806	0.29258	0.0559768	0.256436	0	10	0	6.60302e-07
100-150%	Single-Family Attached	NV	Renter	1960s	0.000383175	6.85302e-05	0.000168344	0.00316399	0.48122	0.437013	0.077983	0	0	11	0	1.1032e-06
150-200%	Single-Family Attached	NV	Not Available	1960s	0	0	0	0	0	0	0	0	1	24	0	0
150-200%	Single-Family Attached	NV	Owner	1960s	0	0	0	0.0049763	0.25181	0.677386	0.0658272	0	0	21	0	7.11239e-07
150-200%	Single-Family Attached	NV	Renter	1960s	0.000383175	6.85302e-05	0.000168344	0.00316399	0.48122	0.437013	0.077983	0	0	11	0	1.11399e-06
200-300%	Single-Family Attached	NV	Not Available	1960s	0	0	0	0	0	0	0	0	1	16	0	0
200-300%	Single-Family Attached	NV	Owner	1960s	0	0	0.00116469	0.116936	0.442885	0.411194	0.0278194	0	0	13	0	1.65365e-06
200-300%	Single-Family Attached	NV	Renter	1960s	0	0	0	0.0519113	0.439995	0.478166	0.0299276	0	0	11	0	1.81155e-06
300-400%	Single-Family Attached	NV	Not Available	1960s	0	0	0	0	0	0	0	0	1	13	0	0
300-400%	Single-Family Attached	NV	Owner	1960s	0	0	0.000963964	0.184308	0.392223	0.35816	0.0643451	0	0	11	0	1.38854e-06
300-400%	Single-Family Attached	NV	Renter	1960s	0	0	0	0.0519113	0.439995	0.478166	0.0299276	0	0	11	0	1.06347e-06
400%+	Single-Family Attached	NV	Not Available	1960s	0	0	0	0	0	0	0	0	1	21	0	0
400%+	Single-Family Attached	NV	Owner	1960s	0	0	0.0026145	0.123149	0.278561	0.488302	0.107374	0	0	18	0	3.60814e-06
400%+	Single-Family Attached	NV	Renter	1960s	1.19916e-05	2.14468e-06	0.000483985	0.0332233	0.48372	0.449489	0.0330699	0	0	63	0	1.88147e-06
Not Available	Single-Family Attached	NV	Not Available	1960s	0.00479614	0.00085778	0.00347869	0.114127	0.361408	0.414472	0.0680339	0.0328265	0	51	1845.98	1.79456e-06
Not Available	Single-Family Attached	NV	Owner	1960s	0	0	0	0	0	0	0	0	1	41	0	0
Not Available	Single-Family Attached	NV	Renter	1960s	0	0	0	0	0	0	0	0	1	10	1845.98	0
0-100%	Single-Family Attached	NV	Not Available	1970s	0	0	0	0	0	0	0	0	1	19	0	0
0-100%	Single-Family Attached	NV	Owner	1970s	0.0482076	0.0072796	0.021997	0.109613	0.41748	0.304835	0.0195447	0.0710423	0	13	0	2.78704e-06
0-100%	Single-Family Attached	NV	Renter	1970s	0.0728738	0.0130333	0.0320163	0.0124754	0.421238	0.389072	0.0592916	0	0	17	0	4.45243e-06
100-150%	Single-Family Attached	NV	Not Available	1970s	0	0	0	0	0	0	0	0	1	17	0	0
100-150%	Single-Family Attached	NV	Owner	1970s	0.000234973	3.54823e-05	0.00464845	0.105471	0.329234	0.486438	0.0739378	0	0	15	0	2.5752e-06
100-150%	Single-Family Attached	NV	Renter	1970s	0.000383175	6.85302e-05	0.000168344	0.00316399	0.48122	0.437013	0.077983	0	0	11	0	3.38589e-06
150-200%	Single-Family Attached	NV	Not Available	1970s	0	0	0	0	0	0	0	0	1	13	2582.24	0
150-200%	Single-Family Attached	NV	Owner	1970s	0	0	0	0	0.243541	0.682858	0.0736016	0	0	11	2582.24	2.64511e-06
150-200%	Single-Family Attached	NV	Renter	1970s	0.000383175	6.85302e-05	0.000168344	0.00316399	0.48122	0.437013	0.077983	0	0	11	0	3.64405e-06
200-300%	Single-Family Attached	NV	Not Available	1970s	0	0	0	0	0	0	0	0	1	29	792.61	0
200-300%	Single-Family Attached	NV	Owner	1970s	0.0620761	0.00931219	0.024912	0.0216897	0.230264	0.539124	0.112622	0	0	26	792.61	5.97793e-06
200-300%	Single-Family Attached	NV	Renter	1970s	0	0	0	0.0519113	0.439995	0.478166	0.0299276	0	0	11	0	6.22631e-06
300-400%	Single-Family Attached	NV	Not Available	1970s	0	0	0	0	0	0	0	0	1	33	0	0
300-400%	Single-Family Attached	NV	Owner	1970s	0.0146454	0.00221154	0.00700489	0.0577075	0.3066	0.504616	0.107214	0	0	30	0	5.25398e-06
300-400%	Single-Family Attached	NV	Renter	1970s	0	0	0	0.0519113	0.439995	0.478166	0.0299276	0	0	11	0	3.96088e-06
400%+	Single-Family Attached	NV	Not Available	1970s	0	0	0	0	0	0	0	0	1	49	0	0
400%+	Single-Family Attached	NV	Owner	1970s	0.0643793	0.00736389	0.0236533	0.0848096	0.298041	0.436762	0.0849908	0	0	45	0	1.37963e-05
400%+	Single-Family Attached	NV	Renter	1970s	1.19916e-05	2.14468e-06	0.000483985	0.0332233	0.48372	0.449489	0.0330699	0	0	63	0	6.78035e-06
Not Available	Single-Family Attached	NV	Not Available	1970s	0.057835	0.00636497	0.0198901	0.0270843	0.447151	0.420127	0.0215481	0	0	12	3374.85	7.55004e-06
Not Available	Single-Family Attached	NV	Owner	1970s	0	0	0	0	0	0	0	0	1	86	3374.85	0
Not Available	Single-Family Attached	NV	Renter	1970s	0	0	0	0	0	0	0	0	1	10	0	0
0-100%	Single-Family Attached	NV	Not Available	1980s	0	0	0	0	0	0	0	0	1	10	6957.12	0
0-100%	Single-Family Attached	NV	Owner	1980s	0	0	0	0.0140044	0.425115	0.514016	0.0468645	0	0	16	6957.12	2.83351e-06
0-100%	Single-Family Attached	NV	Renter	1980s	0.0289186	0.00517204	0.0127051	0.0429838	0.341331	0.416637	0.0739413	0.0783102	0	20	0	4.35982e-06
100-150%	Single-Family Attached	NV	Not Available	1980s	0	0	0	0	0	0	0	0	1	16	11.8077	0
100-150%	Single-Family Attached	NV	Owner	1980s	0	0	0	0.0809088	0.415581	0.419517	0.083993	0	0	14	11.8077	2.71239e-06
100-150%	Single-Family Attached	NV	Renter	1980s	0	0	0	0.0841677	0.337078	0.507479	0.0712744	0	0	11	0	3.05879e-06
150-200%	Single-Family Attached	NV	Not Available	1980s	0	0	0	0	0	0	0	0	1	11	0	0
150-200%	Single-Family Attached	NV	Owner	1980s	0	0	0	0.00716779	0.389411	0.546479	0.0569413	0	0	11	0	2.78537e-06
150-200%	Single-Family Attached	NV	Renter	1980s	0	0	0	0.0841677	0.337078	0.507479	0.0712744	0	0	11	0	3.25493e-06
200-300%	Single-Family Attached	NV	Not Available	1980s	0	0	0	0	0	0	0	0	1	27	2140.06	0
200-300%	Single-Family Attached	NV	Owner	1980s	0	0	0	0.0240531	0.361821	0.553225	0.0609015	0	0	24	2140.06	5.7993e-06
200-300%	Single-Family Attached	NV	Renter	1980s	0	0	0	0.0069594	0.49474	0.476662	0.0216379	0	0	13	0	5.7987e-06
300-400%	Single-Family Attached	NV	Not Available	1980s	0	0	0	0	0	0	0	0	1	25	1698.76	0
300-400%	Single-Family Attached	NV	Owner	1980s	0.0172892	0.00190274	0.00594593	0.0258467	0.326808	0.53057	0.0916373	0	0	24	1698.76	5.23638e-06
300-400%	Single-Family Attached	NV	Renter	1980s	0	0	0	0.0069594	0.49474	0.476662	0.0216379	0	0	13	0	3.89121e-06
400%+	Single-Family Attached	NV	Not Available	1980s	0	0	0	0	0	0	0	0	1	55	1936.44	0
400%+	Single-Family Attached	NV	Owner	1980s	0.0571183	0.0075399	0.0226715	0.101687	0.358913	0.401735	0.0503351	0	0	51	1936.44	1.37173e-05
400%+	Single-Family Attached	NV	Renter	1980s	0	0	0	0.08756	0.479995	0.364724	0.0677204	0	0	11	0	5.31673e-06
Not Available	Single-Family Attached	NV	Not Available	1980s	0	0	0	0.0343216	0.399379	0.465798	0.100502	0	0	13	12744.2	7.43929e-06
Not Available	Single-Family Attached	NV	Owner	1980s	0	0	0	0	0	0	0	0	1	11	12744.2	0
Not Available	Single-Family Attached	NV	Renter	1980s	0	0	0	0	0	0	0	0	1	10	0	0
0-100%	Single-Family Attached	NV	Not Available	1990s	0	0	0	0	0	0	0	0	1	10	0	0
0-100%	Single-Family Attached	NV	Owner	1990s	0.0144423	0.00158943	0.00496685	0.0142151	0.35748	0.534179	0.0731275	0	0	20	0	5.28789e-06
0-100%	Single-Family Attached	NV	Renter	1990s	0.0289186	0.00517204	0.0127051	0.0429838	0.341331	0.416637	0.0739413	0.0783102	0	20	0	5.89469e-06
100-150%	Single-Family Attached	NV	Not Available	1990s	0	0	0	0	0	0	0	0	1	11	0	0
100-150%	Single-Family Attached	NV	Owner	1990s	0.0228437	0.00251404	0.0078562	0.0539043	0.30775	0.473033	0.132099	0	0	22	0	4.86786e-06
100-150%	Single-Family Attached	NV	Renter	1990s	0	0	0	0.0841677	0.337078	0.507479	0.0712744	0	0	11	0	4.54994e-06
150-200%	Single-Family Attached	NV	Not Available	1990s	0	0	0	0	0	0	0	0	1	16	5126.89	0
150-200%	Single-Family Attached	NV	Owner	1990s	0	0	0	0.154721	0.4155	0.369466	0.0603133	0	0	14	2436.74	5.09569e-06
150-200%	Single-Family Attached	NV	Renter	1990s	0	0	0	0.0841677	0.337078	0.507479	0.0712744	0	0	11	2690.15	4.59892e-06
200-300%	Single-Family Attached	NV	Not Available	1990s	0	0	0	0	0	0	0	0	1	30	0.194581	0
200-300%	Single-Family Attached	NV	Owner	1990s	0.0185827	0.0020451	0.0064714	0.0886471	0.353641	0.464151	0.0664615	0	0	26	0.194581	1.07615e-05
200-300%	Single-Family Attached	NV	Renter	1990s	0	0	0	0.0069594	0.49474	0.476662	0.0216379	0	0	13	0	8.35387e-06
300-400%	Single-Family Attached	NV	Not Available	1990s	0	0	0	0	0	0	0	0	1	34	4001.89	0
300-400%	Single-Family Attached	NV	Owner	1990s	0.0168806	0.00185778	0.00770427	0.181919	0.351443	0.40315	0.0370451	0	0	30	1534.55	1.01186e-05
300-400%	Single-Family Attached	NV	Renter	1990s	0	0	0	0.0069594	0.49474	0.476662	0.0216379	0	0	13	2467.35	6.06107e-06
400%+	Single-Family Attached	NV	Not Available	1990s	0	0	0	0	0	0	0	0	1	85	6869.81	0
400%+	Single-Family Attached	NV	Owner	1990s	0.0134305	0.00147807	0.00617507	0.0657669	0.316298	0.51085	0.0860012	0	0	78	6869.12	2.46053e-05
400%+	Single-Family Attached	NV	Renter	1990s	0	0	0	0.08756	0.479995	0.364724	0.0677204	0	0	11	0.689332	9.13033e-06
Not Available	Single-Family Attached	NV	Not Available	1990s	0.0432849	0.00476367	0.0148862	0.0809541	0.506536	0.313627	0.0359483	0	0	13	15998.8	1.15897e-05
Not Available	Single-Family Attached	NV	Owner	1990s	0	0	0	0	0	0	0	0	1	111	10840.6	0
Not Available	Single-Family Attached	NV	Renter	1990s	0	0	0	0	0	0	0	0	1	16	5158.19	0
0-100%	Single-Family Attached	NV	Not Available	2000s	0	0	0	0	0	0	0	0	1	11	0	0
0-100%	Single-Family Attached	NV	Owner	2000s	0	0	0	0	0.235908	0.575306	0.0884562	0.100329	0	10	0	2.77538e-06
0-100%	Single-Family Attached	NV	Renter	2000s	0	0	0	0.115534	0.547409	0.308484	0.0285728	0	0	16	0	4.12126e-06
100-150%	Single-Family Attached	NV	Not Available	2000s	0	0	0	0	0	0	0	0	1	12	676.729	0
100-150%	Single-Family Attached	NV	Owner	2000s	0	0	0	0.0197352	0.417371	0.483441	0.0794527	0	0	11	0	3.00544e-06
100-150%	Single-Family Attached	NV	Renter	2000s	0	0	0	0.171378	0.601657	0.211806	0.0151588	0	0	10	676.729	4.0131e-06
150-200%	Single-Family Attached	NV	Not Available	2000s	0	0	0	0	0	0	0	0	1	12	1475.23	0
150-200%	Single-Family Attached	NV	Owner	2000s	0.0696272	0.00766275	0.0239456	0.0721574	0.347334	0.438536	0.0407372	0	0	17	0	4.15993e-06
150-200%	Single-Family Attached	NV	Renter	2000s	0	0	0	0.171378	0.601657	0.211806	0.0151588	0	0	10	1475.23	4.52852e-06
200-300%	Single-Family Attached	NV	Not Available	2000s	0	0	0	0	0	0	0	0	1	52	5202.84	0
200-300%	Single-Family Attached	NV	Owner	2000s	6.66803e-05	7.33843e-06	2.29321e-05	0.056881	0.286818	0.518419	0.137785	0	0	36	0	8.78187e-06
200-300%	Single-Family Attached	NV	Renter	2000s	0	0	0.00119299	0.164611	0.363878	0.341974	0.0576614	0.0706824	0	16	5202.84	8.42435e-06
300-400%	Single-Family Attached	NV	Not Available	2000s	0	0	0	0	0	0	0	0	1	42	2142.59	0
300-400%	Single-Family Attached	NV	Owner	2000s	0	0	0	0.0453698	0.363372	0.510399	0.0808588	0	0	32	914.367	8.8826e-06
300-400%	Single-Family Attached	NV	Renter	2000s	0	0	0.000619441	0.0385857	0.383614	0.514036	0.0631455	0	0	10	1228.22	5.51286e-06
400%+	Single-Family Attached	NV	Not Available	2000s	0	0	0	0	0	0	0	0	1	11	7250.6	0
400%+	Single-Family Attached	NV	Owner	2000s	0.00673342	0.00074104	0.00324758	0.093193	0.372003	0.455228	0.0688539	0	0	86	3681.96	2.57706e-05
400%+	Single-Family Attached	NV	Renter	2000s	0.0458416	0.00504504	0.0159658	0.0496108	0.423395	0.375207	0.0849345	0	0	17	3568.63	1.02899e-05
Not Available	Single-Family Attached	NV	Not Available	2000s	0	0	0.000451676	0.110079	0.394424	0.326675	0.101393	0.0669762	0	20	16748	1.11494e-05
Not Available	Single-Family Attached	NV	Owner	2000s	0	0	0	0	0	0	0	0	1	135	4596.33	0
Not Available	Single-Family Attached	NV	Renter	2000s	0	0	0	0	0	0	0	0	1	12	12151.6	0
0-100%	Single-Family Attached	NV	Not Available	2010s	0	0	0	0	0	0	0	0	1	18	0	0
0-100%	Single-Family Attached	NV	Owner	2010s	0	0	0	0	0.226527	0.579918	0.103564	0.089992	0	12	0	3.85094e-07
0-100%	Single-Family Attached	NV	Renter	2010s	0	0	0	0.115534	0.547409	0.308484	0.0285728	0	0	16	0	4.96243e-07
100-150%	Single-Family Attached	NV	Not Available	2010s	0	0	0	0	0	0	0	0	1	20	0	0
100-150%	Single-Family Attached	NV	Owner	2010s	0	0	0	0.0138994	0.390377	0.517662	0.0780614	0	0	15	0	3.08781e-07
100-150%	Single-Family Attached	NV	Renter	2010s	0	0	0	0.171378	0.601657	0.211806	0.0151588	0	0	10	0	3.41612e-07
150-200%	Single-Family Attached	NV	Not Available	2010s	0	0	0	0	0	0	0	0	1	22	0	0
150-200%	Single-Family Attached	NV	Owner	2010s	0.0696272	0.00766275	0.0239456	0.0721574	0.347334	0.438536	0.0407372	0	0	17	0	4.7738e-07
150-200%	Single-Family Attached	NV	Renter	2010s	0	0	0	0.171378	0.601657	0.211806	0.0151588	0	0	10	0	5.21935e-07
200-300%	Single-Family Attached	NV	Not Available	2010s	0	0	0	0	0	0	0	0	1	26	0	0
200-300%	Single-Family Attached	NV	Owner	2010s	0.0174564	0.00263602	0.0074935	0.00890785	0.281105	0.587567	0.0948339	0	0	24	0	1.45046e-06
200-300%	Single-Family Attached	NV	Renter	2010s	0	0	0.00106317	0.146699	0.343644	0.388012	0.0575912	0.0629909	0	18	0	1.32024e-06
300-400%	Single-Family Attached	NV	Not Available	2010s	0	0	0	0	0	0	0	0	1	21	0	0
300-400%	Single-Family Attached	NV	Owner	2010s	0	0	0	0.0311225	0.413592	0.519996	0.0352892	0	0	20	0	1.58173e-06
300-400%	Single-Family Attached	NV	Renter	2010s	0	0	0.000579029	0.0360684	0.373836	0.51622	0.0732969	0	0	11	0	1.1414e-06
400%+	Single-Family Attached	NV	Not Available	2010s	0	0	0	0	0	0	0	0	1	60	7272.93	0
400%+	Single-Family Attached	NV	Owner	2010s	0.00726183	0.00109658	0.00311727	0.00974915	0.281865	0.591889	0.105022	0	0	57	7272.93	5.77981e-06
400%+	Single-Family Attached	NV	Renter	2010s	0.0372974	0.00410472	0.01299	0.0403641	0.438863	0.386267	0.0801136	0	0	20	0	2.84707e-06
Not Available	Single-Family Attached	NV	Not Available	2010s	0.00721614	0.00108968	0.00309766	0.0112403	0.307881	0.58057	0.0889055	0	0	91	7272.93	2.05699e-06
Not Available	Single-Family Attached	NV	Owner	2010s	0	0	0	0	0	0	0	0	1	85	7272.93	0
Not Available	Single-Family Attached	NV	Renter	2010s	0	0	0	0	0	0	0	0	1	46	0	0
0-100%	Single-Family Attached	NV	Not Available	<1940	0	0	0	0	0	0	0	0	1	11	1911.94	0
0-100%	Single-Family Attached	NV	Owner	<1940	0	0	0	0.0159828	0.447698	0.463981	0.0431612	0.0291769	0	17	0	1.60087e-07
0-100%	Single-Family Attached	NV	Renter	<1940	0.0242486	0.00366168	0.011352	0.138808	0.539216	0.255964	0.0267493	0	0	17	1911.94	3.10144e-07
100-150%	Single-Family Attached	NV	Not Available	<1940	0	0	0	0	0	0	0	0	1	13	0	0
100-150%	Single-Family Attached	NV	Owner	<1940	0	0	0	0.0203204	0.46392	0.445571	0.0203705	0.0498179	0	12	0	1.72589e-07
100-150%	Single-Family Attached	NV	Renter	<1940	0	0	0.00178598	0.193794	0.473205	0.280545	0.0506707	0	0	11	0	2.10797e-07
150-200%	Single-Family Attached	NV	Not Available	<1940	0	0	0	0	0	0	0	0	1	10	0	0
150-200%	Single-Family Attached	NV	Owner	<1940	0	0	0	0.0203204	0.46392	0.445571	0.0203705	0.0498179	0	12	0	1.44999e-07
150-200%	Single-Family Attached	NV	Renter	<1940	0	0	0.00178598	0.193794	0.473205	0.280545	0.0506707	0	0	11	0	1.92857e-07
200-300%	Single-Family Attached	NV	Not Available	<1940	0	0	0	0	0	0	0	0	1	16	0	0
200-300%	Single-Family Attached	NV	Owner	<1940	0	0	0.00105675	0.118373	0.302079	0.462003	0.0437359	0.0727521	0	14	0	3.73644e-07
200-300%	Single-Family Attached	NV	Renter	<1940	0.0720757	0.0128906	0.0321051	0.0834442	0.496186	0.284634	0.0186648	0	0	53	0	3.37154e-07
300-400%	Single-Family Attached	NV	Not Available	<1940	0	0	0	0	0	0	0	0	1	14	0	0
300-400%	Single-Family Attached	NV	Owner	<1940	0	0	0.00333788	0.238629	0.357208	0.400825	0	0	0	13	0	2.72928e-07
300-400%	Single-Family Attached	NV	Renter	<1940	0.0720757	0.0128906	0.0321051	0.0834442	0.496186	0.284634	0.0186648	0	0	53	0	1.97193e-07
400%+	Single-Family Attached	NV	Not Available	<1940	0	0	0	0	0	0	0	0	1	10	0	0
400%+	Single-Family Attached	NV	Owner	<1940	0	0	0	0.0717476	0.430127	0.498126	0	0	0	10	0	8.33067e-07
400%+	Single-Family Attached	NV	Renter	<1940	0.0459467	0.00630635	0.0178602	0.0725176	0.463226	0.361314	0.0328294	0	0	41	0	3.48878e-07
Not Available	Single-Family Attached	NV	Not Available	<1940	0.01143	0.00172599	0.00535094	0.0778664	0.461081	0.398013	0	0.0445328	0	27	1911.94	3.19639e-07
Not Available	Single-Family Attached	NV	Owner	<1940	0	0	0	0	0	0	0	0	1	19	0	0
Not Available	Single-Family Attached	NV	Renter	<1940	0	0	0	0	0	0	0	0	1	19	1911.94	0
0-100%	Single-Family Attached	NY	Not Available	1940s	0	0	0	0	0	0	0	0	1	30	2538.57	0
0-100%	Single-Family Attached	NY	Owner	1940s	0.0289583	0.00517914	0.0127225	0.0304519	0.416862	0.481613	0.0242138	0	0	20	2538.57	1.21418e-05
0-100%	Single-Family Attached	NY	Renter	1940s	0	0	0	0.0224834	0.633582	0.313978	0.0299563	0	0	10	0	1.21749e-05
100-150%	Single-Family Attached	NY	Not Available	1940s	0	0	0	0	0	0	0	0	1	30	4775.68	0
100-150%	Single-Family Attached	NY	Owner	1940s	0.0346178	0.00595432	0.015646	0.114492	0.388454	0.432173	0.00866219	0	0	24	9.17556	1.05258e-05
100-150%	Single-Family Attached	NY	Renter	1940s	0.0795989	0.0142361	0.0363634	0.0959405	0.603148	0.166184	0.00452957	0	0	10	4766.5	7.15533e-06
150-200%	Single-Family Attached	NY	Not Available	1940s	0	0	0	0	0	0	0	0	1	49	1515.61	0
150-200%	Single-Family Attached	NY	Owner	1940s	0.0964964	0.014817	0.0407588	0.117801	0.344699	0.381567	0.00386114	0	0	42	428.373	1.04484e-05
150-200%	Single-Family Attached	NY	Renter	1940s	0.102134	0.0182665	0.0480449	0.104538	0.461792	0.245774	0.0194511	0	0	18	1087.23	5.74645e-06
200-300%	Single-Family Attached	NY	Not Available	1940s	0	0	0	0	0	0	0	0	1	22	7404.43	0
200-300%	Single-Family Attached	NY	Owner	1940s	0	0	0.000933048	0.0686128	0.452527	0.420167	0.0577596	0	0	13	4610.78	2.45014e-05
200-300%	Single-Family Attached	NY	Renter	1940s	0	0	0.00141191	0.152023	0.432088	0.325748	0.0887287	0	0	14	2793.65	9.59378e-06
300-400%	Single-Family Attached	NY	Not Available	1940s	0	0	0	0	0	0	0	0	1	12	2635.98	0
300-400%	Single-Family Attached	NY	Owner	1940s	0.00485143	0.00086767	0.00817387	0.185777	0.416932	0.332897	0.0505005	0	0	10	2635.98	2.37964e-05
300-400%	Single-Family Attached	NY	Renter	1940s	0	0	0	0.042035	0.577239	0.327966	0.0527594	0	0	10	0	6.87112e-06
400%+	Single-Family Attached	NY	Not Available	1940s	0	0	0	0	0	0	0	0	1	30	14600.7	0
400%+	Single-Family Attached	NY	Owner	1940s	0.0252309	0.0045125	0.0118857	0.111538	0.318528	0.469912	0.0583934	0	0	21	11866.1	0.000115475
400%+	Single-Family Attached	NY	Renter	1940s	0.0566356	0.0101292	0.0259887	0.10074	0.511637	0.285009	0.00986046	0	0	19	2734.66	1.78354e-05
Not Available	Single-Family Attached	NY	Not Available	1940s	0.0503279	0.00900105	0.022111	0.049732	0.410478	0.383577	0.0747728	0	0	13	33471	1.85819e-05
Not Available	Single-Family Attached	NY	Owner	1940s	0	0	0	0	0	0	0	0	1	42	22089	0
Not Available	Single-Family Attached	NY	Renter	1940s	0	0	0	0	0	0	0	0	1	23	11382	0
0-100%	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	17	0	0
0-100%	Single-Family Attached	NY	Owner	1950s	0.0826228	0.0147769	0.0362994	0.0785891	0.407417	0.33599	0.0443051	0	0	12	0	1.33429e-05
0-100%	Single-Family Attached	NY	Renter	1950s	0	0	0	0.0353751	0.575925	0.320773	0.0679272	0	0	15	0	1.55417e-05
100-150%	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	18	14654.4	0
100-150%	Single-Family Attached	NY	Owner	1950s	0.127735	0.0228451	0.0561189	0.0311918	0.267685	0.461942	0.0324824	0	0	14	0	1.18983e-05
100-150%	Single-Family Attached	NY	Renter	1950s	0.0795989	0.0142361	0.0363634	0.0959405	0.603148	0.166184	0.00452957	0	0	10	14654.4	9.18699e-06
150-200%	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	21	0	0
150-200%	Single-Family Attached	NY	Owner	1950s	0.0818858	0.00901185	0.0292136	0.105042	0.292421	0.432889	0.0495364	0	0	20	0	1.22507e-05
150-200%	Single-Family Attached	NY	Renter	1950s	0.102134	0.0182665	0.0480449	0.104538	0.461792	0.245774	0.0194511	0	0	18	0	7.2922e-06
200-300%	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	55	7430.54	0
200-300%	Single-Family Attached	NY	Owner	1950s	0.0678492	0.0094129	0.0266589	0.105503	0.353775	0.384124	0.0526771	0	0	50	5935.94	2.82975e-05
200-300%	Single-Family Attached	NY	Renter	1950s	0	0	0.000706639	0.0760853	0.496321	0.38248	0.0444074	0	0	19	1494.6	1.20793e-05
300-400%	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	57	8823.76	0
300-400%	Single-Family Attached	NY	Owner	1950s	0.0484495	0.00866509	0.02201	0.100884	0.329947	0.418592	0.0714522	0	0	52	4961.67	2.72162e-05
300-400%	Single-Family Attached	NY	Renter	1950s	0	0	0.00135559	0.102206	0.535878	0.338263	0.0222973	0	0	15	3862.09	8.39859e-06
400%+	Single-Family Attached	NY	Not Available	1950s	0	0	0	0	0	0	0	0	1	149	24045.9	0
400%+	Single-Family Attached	NY	Owner	1950s	0.0441451	0.00589055	0.0169865	0.0913058	0.369552	0.417685	0.054435	0	0	144	15434.9	0.000123661
400%+	Single-Family Attached	NY	Renter	1950s	0.0330346	0.00590817	0.0157862	0.097844	0.390408	0.372561	0.0844575	0	0	24	8611.04	2.02195e-05
