Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electric	Option=Gas	Option=None	Option=Propane	Option=Void	source_count	source_weight	sampling_probability
None	Not Available	Single-Family Attached	None	NY	Owner	0	0	0	0	1	7.85308	2.02552e-17	0
None	Not Available	Single-Family Attached	None	NY	Renter	0	0	0	0	1	2.16062	6.65474e-18	0
None	Not Available	Single-Family Attached	None	OH	Not Available	0	0	1	0	0	14.1564	4.97398e-17	0
None	Not Available	Single-Family Attached	None	OH	Owner	0	0	0	0	1	5.59467	1.87982e-17	0
None	Not Available	Single-Family Attached	None	OH	Renter	0	0	0	0	1	1.94772	7.38188e-18	0
None	Not Available	Single-Family Attached	None	OK	Not Available	0	0	1	0	0	1.00996	4.89327e-17	1.3448e-08
None	Not Available	Single-Family Attached	None	OK	Owner	0	0	0	0	1	1.27567	6.92669e-18	0
None	Not Available	Single-Family Attached	None	OK	Renter	0	0	0	0	1	2.3849	1.90387e-17	0
None	Not Available	Single-Family Attached	None	OR	Not Available	0	0	1	0	0	2.28445	5.26963e-17	1.3603e-08
None	Not Available	Single-Family Attached	None	OR	Owner	0	0	0	0	1	0.628026	1.31658e-17	0
None	Not Available	Single-Family Attached	None	OR	Renter	0	0	0	0	1	3.88479	1.31824e-17	0
None	Not Available	Single-Family Attached	None	PA	Not Available	0	0	1	0	0	19.0336	5.03022e-17	1.69762e-07
None	Not Available	Single-Family Attached	None	PA	Owner	0	0	0	0	1	8.28634	2.1056e-17	0
None	Not Available	Single-Family Attached	None	PA	Renter	0	0	0	0	1	2.19785	6.26865e-18	0
None	Not Available	Single-Family Attached	None	RI	Not Available	0	0	1	0	0	2.49718	4.86046e-17	1.08408e-09
None	Not Available	Single-Family Attached	None	RI	Owner	0	0	0	0	1	12.6571	1.10371e-17	0
None	Not Available	Single-Family Attached	None	RI	Renter	0	0	0	0	1	3.68393	1.33187e-17	0
None	Not Available	Single-Family Attached	None	SC	Not Available	0	0	1	0	0	1.88906	2938.18	3.95502e-08
None	Not Available	Single-Family Attached	None	SC	Owner	0	0	0	0	1	0.877891	1311.24	0
None	Not Available	Single-Family Attached	None	SC	Renter	0	0	0	0	1	3.35357	323.778	0
None	Not Available	Single-Family Attached	None	SD	Not Available	0	0	1	0	0	3.0172	4.97815e-17	3.26181e-10
None	Not Available	Single-Family Attached	None	SD	Owner	0	0	0	0	1	13.2532	1.79862e-17	0
None	Not Available	Single-Family Attached	None	SD	Renter	0	0	0	0	1	5.18476	7.92187e-18	0
None	Not Available	Single-Family Attached	None	TN	Not Available	0	0	1	0	0	6.28175	5.23131e-17	3.03974e-08
None	Not Available	Single-Family Attached	None	TN	Owner	0	0	0	0	1	1.47181	1.14872e-17	0
None	Not Available	Single-Family Attached	None	TN	Renter	0	0	0	0	1	1.66906	1.47725e-17	0
None	Not Available	Single-Family Attached	None	TX	Not Available	0	0	1	0	0	4.02316	5223.78	1.57238e-07
None	Not Available	Single-Family Attached	None	TX	Owner	0	0	0	0	1	0.886808	1053.19	0
None	Not Available	Single-Family Attached	None	TX	Renter	0	0	0	0	1	1.1285	1585.86	0
None	Not Available	Single-Family Attached	None	UT	Not Available	0	0	1	0	0	3.67671	4.79965e-17	0
None	Not Available	Single-Family Attached	None	UT	Owner	0	0	0	0	1	1.917	2.40317e-17	0
None	Not Available	Single-Family Attached	None	UT	Renter	0	0	0	0	1	1.92381	4.1036e-18	0
None	Not Available	Single-Family Attached	None	VA	Not Available	0	0	1	0	0	6.10432	4.35505e-17	0
None	Not Available	Single-Family Attached	None	VA	Owner	0	0	0	0	1	3.32705	2.27128e-17	0
None	Not Available	Single-Family Attached	None	VA	Renter	0	0	0	0	1	0.415994	3.36169e-18	0
None	Not Available	Single-Family Attached	None	VT	Not Available	0	0	1	0	0	4.92688	4.30168e-17	1.82929e-09
None	Not Available	Single-Family Attached	None	VT	Owner	0	0	0	0	1	3.75422	3.26225e-17	0
None	Not Available	Single-Family Attached	None	VT	Renter	0	0	0	0	1	1.23291	7.17589e-19	0
None	Not Available	Single-Family Attached	None	WA	Not Available	0	0	1	0	0	2.0813	4.93143e-17	7.99212e-09
None	Not Available	Single-Family Attached	None	WA	Owner	0	0	0	0	1	4.28127	6.57943e-18	0
None	Not Available	Single-Family Attached	None	WA	Renter	0	0	0	0	1	0.764832	1.98682e-17	0
None	Not Available	Single-Family Attached	None	WI	Not Available	0	0	1	0	0	13.3816	5.52819e-17	1.32412e-08
None	Not Available	Single-Family Attached	None	WI	Owner	0	0	0	0	1	2.80114	1.10243e-17	0
None	Not Available	Single-Family Attached	None	WI	Renter	0	0	0	0	1	3.93437	1.69323e-17	0
None	Not Available	Single-Family Attached	None	WV	Not Available	0	0	1	0	0	0.741921	5.30289e-17	2.13226e-09
None	Not Available	Single-Family Attached	None	WV	Owner	0	0	0	0	1	6.95507	1.25294e-17	0
None	Not Available	Single-Family Attached	None	WV	Renter	0	0	0	0	1	3.34988	1.40057e-17	0
None	Not Available	Single-Family Attached	None	WY	Not Available	0	0	1	0	0	2.25363	5.34101e-17	0
None	Not Available	Single-Family Attached	None	WY	Owner	0	0	0	0	1	4.00883	1.09237e-17	0
None	Not Available	Single-Family Attached	None	WY	Renter	0	0	0	0	1	2.79806	1.6025e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AK	Not Available	0	0	1	0	0	5.22533	5.49835e-17	2.10912e-09
None	Not Available	Single-Family Attached	Other Fuel	AK	Owner	0	0	0	0	1	1.14131	1.18449e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AK	Renter	0	0	0	0	1	1.48238	1.57883e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AL	Not Available	0	0	1	0	0	2.21618	5.00587e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AL	Owner	0	0	0	0	1	3.38499	8.40621e-18	0
None	Not Available	Single-Family Attached	Other Fuel	AL	Renter	0	0	0	0	1	5.58879	1.74379e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AR	Not Available	0	0	1	0	0	2.9238	5.18155e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AR	Owner	0	0	0	0	1	2.91167	5.23402e-18	0
None	Not Available	Single-Family Attached	Other Fuel	AR	Renter	0	0	0	0	1	7.0474	2.4113e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AZ	Not Available	0	0	1	0	0	8.99155	4.9185e-17	2.07141e-08
None	Not Available	Single-Family Attached	Other Fuel	AZ	Owner	0	0	0	0	1	3.21117	1.59111e-17	0
None	Not Available	Single-Family Attached	Other Fuel	AZ	Renter	0	0	0	0	1	1.44278	9.14658e-18	0
None	Not Available	Single-Family Attached	Other Fuel	CA	Not Available	0	0	1	0	0	8.56751	5.11743e-17	1.88792e-07
None	Not Available	Single-Family Attached	Other Fuel	CA	Owner	0	0	0	0	1	3.44435	1.97547e-17	0
None	Not Available	Single-Family Attached	Other Fuel	CA	Renter	0	0	0	0	1	1.14509	7.33865e-18	0
None	Not Available	Single-Family Attached	Other Fuel	CO	Not Available	0	0	1	0	0	8.46535	4.41098e-17	1.43454e-07
None	Not Available	Single-Family Attached	Other Fuel	CO	Owner	0	0	0	0	1	4.50153	2.30698e-17	0
None	Not Available	Single-Family Attached	Other Fuel	CO	Renter	0	0	0	0	1	2.34326	3.37977e-18	0
None	Not Available	Single-Family Attached	Other Fuel	CT	Not Available	0	0	1	0	0	6.12279	4.60431e-17	1.33181e-08
None	Not Available	Single-Family Attached	Other Fuel	CT	Owner	0	0	0	0	1	3.19977	2.33829e-17	0
None	Not Available	Single-Family Attached	Other Fuel	CT	Renter	0	0	0	0	1	1.81812	3.80217e-18	0
None	Not Available	Single-Family Attached	Other Fuel	DC	Not Available	0	0	1	0	0	5.47068	3.84176e-17	7.19174e-09
None	Not Available	Single-Family Attached	Other Fuel	DC	Owner	0	0	0	0	1	2.54642	1.78256e-17	0
None	Not Available	Single-Family Attached	Other Fuel	DC	Renter	0	0	0	0	1	0.552333	3.90522e-18	0
None	Not Available	Single-Family Attached	Other Fuel	DE	Not Available	0	0	1	0	0	2.80845	3.77643e-17	5.11522e-09
None	Not Available	Single-Family Attached	Other Fuel	DE	Owner	0	0	0	0	1	2.15964	2.82627e-17	0
None	Not Available	Single-Family Attached	Other Fuel	DE	Renter	0	0	0	0	1	2.5889	6.87247e-19	0
None	Not Available	Single-Family Attached	Other Fuel	FL	Not Available	0	0	1	0	0	6.50813	5.08038e-17	3.16918e-08
None	Not Available	Single-Family Attached	Other Fuel	FL	Owner	0	0	0	0	1	3.15088	2.39646e-17	0
None	Not Available	Single-Family Attached	Other Fuel	FL	Renter	0	0	0	0	1	0.60146	4.98323e-18	0
None	Not Available	Single-Family Attached	Other Fuel	GA	Not Available	0	0	1	0	0	4.62351	5.20552e-17	1.45683e-09
None	Not Available	Single-Family Attached	Other Fuel	GA	Owner	0	0	0	0	1	1.78442	1.88697e-17	0
None	Not Available	Single-Family Attached	Other Fuel	GA	Renter	0	0	0	0	1	0.660446	8.24264e-18	0
None	Not Available	Single-Family Attached	Other Fuel	HI	Not Available	0	0	1	0	0	5.58737	5.29204e-17	2.81117e-08
None	Not Available	Single-Family Attached	Other Fuel	HI	Owner	0	0	0	0	1	1.43943	1.31848e-17	0
None	Not Available	Single-Family Attached	Other Fuel	HI	Renter	0	0	0	0	1	1.3541	1.32754e-17	0
None	Not Available	Single-Family Attached	Other Fuel	IA	Not Available	0	0	1	0	0	2.11705	4.86993e-17	1.62419e-09
None	Not Available	Single-Family Attached	Other Fuel	IA	Owner	0	0	0	0	1	1.28383	2.79832e-17	0
None	Not Available	Single-Family Attached	Other Fuel	IA	Renter	0	0	0	0	1	1.43433	2.85129e-18	0
None	Not Available	Single-Family Attached	Other Fuel	ID	Not Available	0	0	1	0	0	2.82099	5.49563e-17	1.92253e-09
None	Not Available	Single-Family Attached	Other Fuel	ID	Owner	0	0	0	0	1	6.60451	1.69609e-17	0
None	Not Available	Single-Family Attached	Other Fuel	ID	Renter	0	0	0	0	1	3.04498	1.08563e-17	0
None	Not Available	Single-Family Attached	Other Fuel	IL	Not Available	0	0	1	0	0	5.98995	4.25796e-17	1.64122e-08
None	Not Available	Single-Family Attached	Other Fuel	IL	Owner	0	0	0	0	1	3.65367	2.55854e-17	0
None	Not Available	Single-Family Attached	Other Fuel	IL	Renter	0	0	0	0	1	0.28701	2.15241e-18	0
None	Not Available	Single-Family Attached	Other Fuel	IN	Not Available	0	0	1	0	0	6.15948	5.34838e-17	5.2284e-09
None	Not Available	Single-Family Attached	Other Fuel	IN	Owner	0	0	0	0	1	2.52807	2.08162e-17	0
None	Not Available	Single-Family Attached	Other Fuel	IN	Renter	0	0	0	0	1	0.792593	7.56684e-18	0
None	Not Available	Single-Family Attached	Other Fuel	KS	Not Available	0	0	1	0	0	0.972677	5.11993e-17	0
None	Not Available	Single-Family Attached	Other Fuel	KS	Owner	0	0	0	0	1	2.15537	6.26767e-18	0
None	Not Available	Single-Family Attached	Other Fuel	KS	Renter	0	0	0	0	1	2.36079	2.16396e-17	0
None	Not Available	Single-Family Attached	Other Fuel	KY	Not Available	0	0	1	0	0	8.17802	5.39146e-17	4.78198e-09
None	Not Available	Single-Family Attached	Other Fuel	KY	Owner	0	0	0	0	1	1.14291	6.75801e-18	0
None	Not Available	Single-Family Attached	Other Fuel	KY	Renter	0	0	0	0	1	3.19739	2.24964e-17	0
None	Not Available	Single-Family Attached	Other Fuel	LA	Not Available	0	0	1	0	0	2.85988	5.33761e-17	6.66307e-09
None	Not Available	Single-Family Attached	Other Fuel	LA	Owner	0	0	0	0	1	4.02602	1.22588e-17	0
None	Not Available	Single-Family Attached	Other Fuel	LA	Renter	0	0	0	0	1	4.93338	1.44753e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MA	Not Available	0	0	1	0	0	6.99097	3.90253e-17	1.62294e-08
None	Not Available	Single-Family Attached	Other Fuel	MA	Owner	0	0	0	0	1	4.96853	2.71256e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MA	Renter	0	0	0	0	1	0.590783	1.0791e-18	0
None	Not Available	Single-Family Attached	Other Fuel	MD	Not Available	0	0	1	0	0	6.7234	4.74167e-17	6.23752e-08
None	Not Available	Single-Family Attached	Other Fuel	MD	Owner	0	0	0	0	1	3.6805	2.52607e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MD	Renter	0	0	0	0	1	0.454015	3.45951e-18	0
None	Not Available	Single-Family Attached	Other Fuel	ME	Not Available	0	0	1	0	0	1.91332	4.60951e-17	0
None	Not Available	Single-Family Attached	Other Fuel	ME	Owner	0	0	0	0	1	1.15901	2.8585e-17	0
None	Not Available	Single-Family Attached	Other Fuel	ME	Renter	0	0	0	0	1	0.969609	2.08178e-18	0
None	Not Available	Single-Family Attached	Other Fuel	MI	Not Available	0	0	1	0	0	6.27395	5.12745e-17	3.58931e-08
None	Not Available	Single-Family Attached	Other Fuel	MI	Owner	0	0	0	0	1	1.95389	1.52298e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MI	Renter	0	0	0	0	1	1.22342	1.06151e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MN	Not Available	0	0	1	0	0	2.66626	4.85807e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MN	Owner	0	0	0	0	1	1.48123	2.66551e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MN	Renter	0	0	0	0	1	1.38258	3.26573e-18	0
None	Not Available	Single-Family Attached	Other Fuel	MO	Not Available	0	0	1	0	0	1.68814	5.40685e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MO	Owner	0	0	0	0	1	0.561849	1.71524e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MO	Renter	0	0	0	0	1	1.87681	1.03142e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MS	Not Available	0	0	1	0	0	10.5271	4.90798e-17	1.78658e-09
None	Not Available	Single-Family Attached	Other Fuel	MS	Owner	0	0	0	0	1	3.41217	2.37545e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MS	Renter	0	0	0	0	1	1.71091	4.54474e-18	0
None	Not Available	Single-Family Attached	Other Fuel	MT	Not Available	0	0	1	0	0	2.59871	5.06325e-17	0
None	Not Available	Single-Family Attached	Other Fuel	MT	Owner	0	0	0	0	1	5.4103	7.62848e-18	0
None	Not Available	Single-Family Attached	Other Fuel	MT	Renter	0	0	0	0	1	4.91457	1.89545e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NC	Not Available	0	0	1	0	0	5.47573	5.19483e-17	2.0953e-08
None	Not Available	Single-Family Attached	Other Fuel	NC	Owner	0	0	0	0	1	1.13869	9.39896e-18	0
None	Not Available	Single-Family Attached	Other Fuel	NC	Renter	0	0	0	0	1	1.60825	1.7154e-17	0
None	Not Available	Single-Family Attached	Other Fuel	ND	Not Available	0	0	1	0	0	4.03467	5.25782e-17	0
None	Not Available	Single-Family Attached	Other Fuel	ND	Owner	0	0	0	0	1	1.55062	1.93118e-17	0
None	Not Available	Single-Family Attached	Other Fuel	ND	Renter	0	0	0	0	1	0.581508	8.15995e-18	0
None	Not Available	Single-Family Attached	Other Fuel	NE	Not Available	0	0	1	0	0	0.7612	4.94774e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NE	Owner	0	0	0	0	1	2.30619	7.24631e-18	0
None	Not Available	Single-Family Attached	Other Fuel	NE	Renter	0	0	0	0	1	2.19282	1.8854e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NH	Not Available	0	0	1	0	0	3.116	4.34023e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NH	Owner	0	0	0	0	1	1.8509	2.61876e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NH	Renter	0	0	0	0	1	1.26842	2.16283e-18	0
None	Not Available	Single-Family Attached	Other Fuel	NJ	Not Available	0	0	1	0	0	4.79302	4.80583e-17	2.9914e-08
None	Not Available	Single-Family Attached	Other Fuel	NJ	Owner	0	0	0	0	1	2.28738	2.08731e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NJ	Renter	0	0	0	0	1	0.450828	5.58712e-18	0
None	Not Available	Single-Family Attached	Other Fuel	NM	Not Available	0	0	1	0	0	3.62698	4.36633e-17	3.2706e-08
None	Not Available	Single-Family Attached	Other Fuel	NM	Owner	0	0	0	0	1	1.94969	9.38462e-19	0
None	Not Available	Single-Family Attached	Other Fuel	NM	Renter	0	0	0	0	1	2.57937	3.17992e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NV	Not Available	0	0	1	0	0	6.39029	5.27713e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NV	Owner	0	0	0	0	1	2.15585	1.8045e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NV	Renter	0	0	0	0	1	1.12263	9.09892e-18	0
None	Not Available	Single-Family Attached	Other Fuel	NY	Not Available	0	0	1	0	0	5.35155	5.013e-17	2.60481e-07
None	Not Available	Single-Family Attached	Other Fuel	NY	Owner	0	0	0	0	1	2.29846	2.02552e-17	0
None	Not Available	Single-Family Attached	Other Fuel	NY	Renter	0	0	0	0	1	0.632377	6.65474e-18	0
None	Not Available	Single-Family Attached	Other Fuel	OH	Not Available	0	0	1	0	0	5.52447	4.97398e-17	0
None	Not Available	Single-Family Attached	Other Fuel	OH	Owner	0	0	0	0	1	2.18329	1.87982e-17	0
None	Not Available	Single-Family Attached	Other Fuel	OH	Renter	0	0	0	0	1	0.760088	7.38188e-18	0
None	Not Available	Single-Family Attached	Other Fuel	OK	Not Available	0	0	1	0	0	2.5249	4.89327e-17	4.27342e-08
None	Not Available	Single-Family Attached	Other Fuel	OK	Owner	0	0	0	0	1	3.18916	6.92669e-18	0
None	Not Available	Single-Family Attached	Other Fuel	OK	Renter	0	0	0	0	1	5.96225	1.90387e-17	0
None	Not Available	Single-Family Attached	Other Fuel	OR	Not Available	0	0	1	0	0	3.16309	5.26963e-17	1.97752e-08
None	Not Available	Single-Family Attached	Other Fuel	OR	Owner	0	0	0	0	1	0.869575	1.31658e-17	0
None	Not Available	Single-Family Attached	Other Fuel	OR	Renter	0	0	0	0	1	5.37894	1.31824e-17	0
None	Not Available	Single-Family Attached	Other Fuel	PA	Not Available	0	0	1	0	0	5.5708	5.03022e-17	4.23697e-07
None	Not Available	Single-Family Attached	Other Fuel	PA	Owner	0	0	0	0	1	2.42527	2.1056e-17	0
None	Not Available	Single-Family Attached	Other Fuel	PA	Renter	0	0	0	0	1	0.643273	6.26865e-18	0
None	Not Available	Single-Family Attached	Other Fuel	RI	Not Available	0	0	1	0	0	1.21814	4.86046e-17	9.16653e-10
None	Not Available	Single-Family Attached	Other Fuel	RI	Owner	0	0	0	0	1	6.17419	1.10371e-17	0
None	Not Available	Single-Family Attached	Other Fuel	RI	Renter	0	0	0	0	1	1.79704	1.33187e-17	0
None	Not Available	Single-Family Attached	Other Fuel	SC	Not Available	0	0	1	0	0	1.59079	5.19835e-17	6.89693e-09
None	Not Available	Single-Family Attached	Other Fuel	SC	Owner	0	0	0	0	1	0.739277	2.31991e-17	0
None	Not Available	Single-Family Attached	Other Fuel	SC	Renter	0	0	0	0	1	2.82406	5.72842e-18	0
None	Not Available	Single-Family Attached	Other Fuel	SD	Not Available	0	0	1	0	0	0.735903	4.97815e-17	0
None	Not Available	Single-Family Attached	Other Fuel	SD	Owner	0	0	0	0	1	3.23249	1.79862e-17	0
None	Not Available	Single-Family Attached	Other Fuel	SD	Renter	0	0	0	0	1	1.26458	7.92187e-18	0
None	Not Available	Single-Family Attached	Other Fuel	TN	Not Available	0	0	1	0	0	8.26546	5.23131e-17	1.03647e-09
None	Not Available	Single-Family Attached	Other Fuel	TN	Owner	0	0	0	0	1	1.9366	1.14872e-17	0
None	Not Available	Single-Family Attached	Other Fuel	TN	Renter	0	0	0	0	1	2.19614	1.47725e-17	0
None	Not Available	Single-Family Attached	Other Fuel	TX	Not Available	0	0	1	0	0	10.0579	5.51772e-17	3.88783e-08
None	Not Available	Single-Family Attached	Other Fuel	TX	Owner	0	0	0	0	1	2.21702	1.11245e-17	0
None	Not Available	Single-Family Attached	Other Fuel	TX	Renter	0	0	0	0	1	2.82126	1.67509e-17	0
None	Not Available	Single-Family Attached	Other Fuel	UT	Not Available	0	0	1	0	0	5.41831	4.79965e-17	0
None	Not Available	Single-Family Attached	Other Fuel	UT	Owner	0	0	0	0	1	2.82505	2.40317e-17	0
None	Not Available	Single-Family Attached	Other Fuel	UT	Renter	0	0	0	0	1	2.83509	4.1036e-18	0
None	Not Available	Single-Family Attached	Other Fuel	VA	Not Available	0	0	1	0	0	5.14048	4.35505e-17	0
None	Not Available	Single-Family Attached	Other Fuel	VA	Owner	0	0	0	0	1	2.80173	2.27128e-17	0
None	Not Available	Single-Family Attached	Other Fuel	VA	Renter	0	0	0	0	1	0.350311	3.36169e-18	0
None	Not Available	Single-Family Attached	Other Fuel	VT	Not Available	0	0	1	0	0	2.40335	4.30168e-17	2.02291e-08
None	Not Available	Single-Family Attached	Other Fuel	VT	Owner	0	0	0	0	1	1.83133	3.26225e-17	0
None	Not Available	Single-Family Attached	Other Fuel	VT	Renter	0	0	0	0	1	0.601421	7.17589e-19	0
None	Not Available	Single-Family Attached	Other Fuel	WA	Not Available	0	0	1	0	0	2.8818	4.93143e-17	5.74936e-09
None	Not Available	Single-Family Attached	Other Fuel	WA	Owner	0	0	0	0	1	5.92791	6.57943e-18	0
None	Not Available	Single-Family Attached	Other Fuel	WA	Renter	0	0	0	0	1	1.059	1.98682e-17	0
None	Not Available	Single-Family Attached	Other Fuel	WI	Not Available	0	0	1	0	0	5.22211	5.52819e-17	1.3376e-08
None	Not Available	Single-Family Attached	Other Fuel	WI	Owner	0	0	0	0	1	1.09313	1.10243e-17	0
None	Not Available	Single-Family Attached	Other Fuel	WI	Renter	0	0	0	0	1	1.53536	1.69323e-17	0
None	Not Available	Single-Family Attached	Other Fuel	WV	Not Available	0	0	1	0	0	0.624775	5.30289e-17	1.35053e-09
None	Not Available	Single-Family Attached	Other Fuel	WV	Owner	0	0	0	0	1	5.8569	1.25294e-17	0
None	Not Available	Single-Family Attached	Other Fuel	WV	Renter	0	0	0	0	1	2.82096	1.40057e-17	0
None	Not Available	Single-Family Attached	Other Fuel	WY	Not Available	0	0	1	0	0	3.32114	5.34101e-17	4.77019e-09
None	Not Available	Single-Family Attached	Other Fuel	WY	Owner	0	0	0	0	1	5.90774	1.09237e-17	0
None	Not Available	Single-Family Attached	Other Fuel	WY	Renter	0	0	0	0	1	4.12346	1.6025e-17	0
None	Not Available	Single-Family Attached	Propane	AK	Not Available	0	0	1	0	0	5.22533	5.49835e-17	6.67091e-10
None	Not Available	Single-Family Attached	Propane	AK	Owner	0	0	0	0	1	1.14131	1.18449e-17	0
None	Not Available	Single-Family Attached	Propane	AK	Renter	0	0	0	0	1	1.48238	1.57883e-17	0
None	Not Available	Single-Family Attached	Propane	AL	Not Available	0	0	1	0	0	2.21618	5.00587e-17	4.92373e-08
None	Not Available	Single-Family Attached	Propane	AL	Owner	0	0	0	0	1	3.38499	8.40621e-18	0
None	Not Available	Single-Family Attached	Propane	AL	Renter	0	0	0	0	1	5.58879	1.74379e-17	0
None	Not Available	Single-Family Attached	Propane	AR	Not Available	0	0	1	0	0	2.9238	5.18155e-17	0
None	Not Available	Single-Family Attached	Propane	AR	Owner	0	0	0	0	1	2.91167	5.23402e-18	0
None	Not Available	Single-Family Attached	Propane	AR	Renter	0	0	0	0	1	7.0474	2.4113e-17	0
None	Not Available	Single-Family Attached	Propane	AZ	Not Available	0	0	1	0	0	8.99155	4.9185e-17	8.64479e-08
None	Not Available	Single-Family Attached	Propane	AZ	Owner	0	0	0	0	1	3.21117	1.59111e-17	0
None	Not Available	Single-Family Attached	Propane	AZ	Renter	0	0	0	0	1	1.44278	9.14658e-18	0
None	Not Available	Single-Family Attached	Propane	CA	Not Available	0	0	1	0	0	8.56751	5.11743e-17	1.25172e-06
None	Not Available	Single-Family Attached	Propane	CA	Owner	0	0	0	0	1	3.44435	1.97547e-17	0
None	Not Available	Single-Family Attached	Propane	CA	Renter	0	0	0	0	1	1.14509	7.33865e-18	0
None	Not Available	Single-Family Attached	Propane	CO	Not Available	0	0	1	0	0	8.46535	4.41098e-17	3.21986e-08
None	Not Available	Single-Family Attached	Propane	CO	Owner	0	0	0	0	1	4.50153	2.30698e-17	0
None	Not Available	Single-Family Attached	Propane	CO	Renter	0	0	0	0	1	2.34326	3.37977e-18	0
None	Not Available	Single-Family Attached	Propane	CT	Not Available	0	0	1	0	0	6.12279	4.60431e-17	5.73151e-08
None	Not Available	Single-Family Attached	Propane	CT	Owner	0	0	0	0	1	3.19977	2.33829e-17	0
None	Not Available	Single-Family Attached	Propane	CT	Renter	0	0	0	0	1	1.81812	3.80217e-18	0
None	Not Available	Single-Family Attached	Propane	DC	Not Available	0	0	1	0	0	5.47068	3.84176e-17	4.03284e-08
None	Not Available	Single-Family Attached	Propane	DC	Owner	0	0	0	0	1	2.54642	1.78256e-17	0
None	Not Available	Single-Family Attached	Propane	DC	Renter	0	0	0	0	1	0.552333	3.90522e-18	0
None	Not Available	Single-Family Attached	Propane	DE	Not Available	0	0	1	0	0	2.80845	3.77643e-17	4.22397e-07
None	Not Available	Single-Family Attached	Propane	DE	Owner	0	0	0	0	1	2.15964	2.82627e-17	0
None	Not Available	Single-Family Attached	Propane	DE	Renter	0	0	0	0	1	2.5889	6.87247e-19	0
None	Not Available	Single-Family Attached	Propane	FL	Not Available	0	0	1	0	0	6.50813	5.08038e-17	1.42361e-07
None	Not Available	Single-Family Attached	Propane	FL	Owner	0	0	0	0	1	3.15088	2.39646e-17	0
None	Not Available	Single-Family Attached	Propane	FL	Renter	0	0	0	0	1	0.60146	4.98323e-18	0
None	Not Available	Single-Family Attached	Propane	GA	Not Available	0	0	1	0	0	4.62351	5.20552e-17	1.20247e-07
None	Not Available	Single-Family Attached	Propane	GA	Owner	0	0	0	0	1	1.78442	1.88697e-17	0
None	Not Available	Single-Family Attached	Propane	GA	Renter	0	0	0	0	1	0.660446	8.24264e-18	0
None	Not Available	Single-Family Attached	Propane	HI	Not Available	0	0	1	0	0	5.58737	5.29204e-17	7.49569e-09
None	Not Available	Single-Family Attached	Propane	HI	Owner	0	0	0	0	1	1.43943	1.31848e-17	0
None	Not Available	Single-Family Attached	Propane	HI	Renter	0	0	0	0	1	1.3541	1.32754e-17	0
None	Not Available	Single-Family Attached	Propane	IA	Not Available	0	0	1	0	0	2.11705	4.86993e-17	9.28034e-09
None	Not Available	Single-Family Attached	Propane	IA	Owner	0	0	0	0	1	1.28383	2.79832e-17	0
None	Not Available	Single-Family Attached	Propane	IA	Renter	0	0	0	0	1	1.43433	2.85129e-18	0
None	Not Available	Single-Family Attached	Propane	ID	Not Available	0	0	1	0	0	2.82099	5.49563e-17	3.20144e-09
None	Not Available	Single-Family Attached	Propane	ID	Owner	0	0	0	0	1	6.60451	1.69609e-17	0
None	Not Available	Single-Family Attached	Propane	ID	Renter	0	0	0	0	1	3.04498	1.08563e-17	0
None	Not Available	Single-Family Attached	Propane	IL	Not Available	0	0	1	0	0	5.98995	4.25796e-17	1.15587e-07
None	Not Available	Single-Family Attached	Propane	IL	Owner	0	0	0	0	1	3.65367	2.55854e-17	0
None	Not Available	Single-Family Attached	Propane	IL	Renter	0	0	0	0	1	0.28701	2.15241e-18	0
None	Not Available	Single-Family Attached	Propane	IN	Not Available	0	0	1	0	0	6.15948	5.34838e-17	9.57483e-08
None	Not Available	Single-Family Attached	Propane	IN	Owner	0	0	0	0	1	2.52807	2.08162e-17	0
None	Not Available	Single-Family Attached	Propane	IN	Renter	0	0	0	0	1	0.792593	7.56684e-18	0
