Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle,Energystar Climate Zone 2023,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Generation And Emissions Assessment Region,Radiant Barrier,Range Spot Vent Hour,Solar Hot Water,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Heating Fuel,HVAC Heating Type,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Dishwasher,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows,HPWH Fraction of Space Heating Load,Coil Type,Loops Setpoint,HPWH Capacity,HPWH Count,HPWH Tank Volume,Boiler Tank Volume
37,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% Incandescent,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,2,Middle,10,Middle,"Multifamily with 5+ units, 1-3 stories",2,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,30 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, Uninsulated",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal",0.6,spec,140,20250,1,200,275
38,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% Incandescent,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,3,Middle,20,Middle,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,30 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, Uninsulated",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal",0.6,spec,140,20250,1,200,275
39,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% Incandescent,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,4,Middle,36,Middle,"Multifamily with 5+ units, 4-7 stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,30 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, Uninsulated",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal",0.6,spec,140,20250,1,200,275
40,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% CFL,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1980s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1980-99,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,2,Middle,10,Middle,"Multifamily with 5+ units, 1-3 stories",2,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,140,20250,1,200,275
41,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% CFL,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1980s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1980-99,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,3,Middle,20,Middle,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,140,20250,1,200,275
42,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% CFL,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1980s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1980-99,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,4,Middle,36,Middle,"Multifamily with 5+ units, 4-7 stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,140,20250,1,200,275
43,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% LED,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,2010s,None,None,None,0%,Natural Gas,Non-Ducted Heating,2010s,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,2,Middle,10,Middle,"Multifamily with 5+ units, 1-3 stories",2,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,15 ACH50,None,None,None,None,"Finished, R-19","2ft R10 Perimeter, Vertical","Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,140,20250,1,200,275
44,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% LED,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,2010s,None,None,None,0%,Natural Gas,Non-Ducted Heating,2010s,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,3,Middle,20,Middle,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,15 ACH50,None,None,None,None,"Finished, R-19","2ft R10 Perimeter, Vertical","Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,140,20250,1,200,275
45,2A,Hour10,"G4802010, G48004605",No,None,"TX, Pasadena","TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 04605",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",67,ERCTc,None,Hour16,None,TX,West South Central,West South Central,South,Others,100% LED,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,2010s,None,None,None,0%,Natural Gas,Non-Ducted Heating,2010s,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,4,Middle,36,Middle,"Multifamily with 5+ units, 4-7 stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,15 ACH50,None,None,None,None,"Finished, R-19","2ft R10 Perimeter, Vertical","Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,140,20250,1,200,275
46,2B,Hour10,"G0400130, G04000124",No,None,"AZ, Glendale","AZ, Maricopa County","CBSA Phoenix-Mesa-Scottsdale, AZ",2B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Phoenix-Mesa-Scottsdale, AZ MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"AZ, 00124",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",28,AZNMc,None,Hour16,None,AZ,Mountain,Mountain South,West,Others,100% Incandescent,CR10,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,2,Middle,10,Middle,"Multifamily with 5+ units, 1-3 stories",2,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, Uninsulated",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal",0.6,spec,130,20250,1,200,275
47,2B,Hour10,"G0400130, G04000124",No,None,"AZ, Glendale","AZ, Maricopa County","CBSA Phoenix-Mesa-Scottsdale, AZ",2B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Phoenix-Mesa-Scottsdale, AZ MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"AZ, 00124",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",28,AZNMc,None,Hour16,None,AZ,Mountain,Mountain South,West,Others,100% Incandescent,CR10,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,3,Middle,20,Middle,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, Uninsulated",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal",0.6,spec,130,20250,1,200,275
48,2B,Hour10,"G0400130, G04000124",No,None,"AZ, Glendale","AZ, Maricopa County","CBSA Phoenix-Mesa-Scottsdale, AZ",2B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Phoenix-Mesa-Scottsdale, AZ MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"AZ, 00124",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",28,AZNMc,None,Hour16,None,AZ,Mountain,Mountain South,West,Others,100% Incandescent,CR10,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,4,Middle,36,Middle,"Multifamily with 5+ units, 4-7 stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, Uninsulated",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal",0.6,spec,130,20250,1,200,275
49,2B,Hour10,"G0400130, G04000124",No,None,"AZ, Glendale","AZ, Maricopa County","CBSA Phoenix-Mesa-Scottsdale, AZ",2B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Phoenix-Mesa-Scottsdale, AZ MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"AZ, 00124",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",28,AZNMc,None,Hour16,None,AZ,Mountain,Mountain South,West,Others,100% CFL,CR10,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1980s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1980-99,Slab,Room AC,76F,None,"Room AC, EER 12.0",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,71F,No,0F,None,<10000,<20000,<20000,500-749,1,0-1499,2,Middle,10,Middle,"Multifamily with 5+ units, 1-3 stories",2,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,15 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",2,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, Standard, Combi",No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air",0.6,spec,130,20250,1,200,275
